"","Start_time","End_time","Finished","Respondent_group","Screening","Condition","Consent","Reason_nc","Check_phd","Check_group","ob1","ob2","ob3","ra1","ra2","ra3","op1","op2","op3","iq1","iq2","iq3","in1","in2","in3","co1","co2","co3","Country","Year_born","Year_phd","Gender","Religiousness","Feedback","Target"
"133","5/15/2014 10:20","5/15/2014 10:26","1","Scientists",NA,"Scientists_Educated","1",NA,"1","6",6,6,2,6,6,6,6,6,6,4,2,4,6,6,6,6,5,4,"122","63","92","2","38",NA,"Educated"
"134","5/15/2014 12:40","5/15/2014 12:43","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,6,5,7,5,7,6,6,6,4,5,4,6,5,5,5,4,3,"185","33","65","1","39",NA,"Scientists"
"135","5/15/2014 14:11","5/15/2014 14:17","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",2,3,3,5,3,5,5,3,3,2,5,5,3,5,3,4,6,2,"86","51","81","1","39",NA,"Scientists"
"136","5/15/2014 19:19","5/15/2014 19:24","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",4,5,2,5,6,6,5,5,6,4,4,4,5,5,6,5,2,2,"187","43","82","2","38",NA,"Scientists"
"137","5/15/2014 21:36","5/15/2014 21:55","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",3,3,3,4,3,5,2,3,6,5,5,5,5,3,7,3,2,3,"187","29","57","1","42",NA,"Educated"
"138","5/16/2014 0:13","5/16/2014 0:21","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,5,1,6,6,6,6,5,6,4,1,3,7,6,7,3,4,5,"24","54","83","1","42",NA,"Scientists"
"139","5/16/2014 7:17","5/16/2014 7:47","1","Scientists",NA,"Scientists_Educated","1",NA,"1","6",5,3,5,6,6,6,6,6,5,1,2,1,6,2,2,4,4,2,NA,"62","94","1","39",NA,"Educated"
"140","5/16/2014 9:06","5/16/2014 9:11","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,6,5,5,6,5,6,5,6,6,6,4,5,5,5,4,5,3,"156","49","80","1","41",NA,"Scientists"
"141","5/16/2014 11:49","5/16/2014 11:57","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",3,3,6,2,6,6,7,6,3,3,5,2,5,2,3,3,3,2,"36","57","86","2","42",NA,"Educated"
"142","5/16/2014 14:39","5/16/2014 14:44","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,7,2,2,6,6,6,6,6,2,2,2,7,7,7,6,6,6,"84","37","64","2","39",NA,"Educated"
"144","5/16/2014 19:29","5/16/2014 19:31","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",7,6,7,7,7,7,5,7,7,4,5,3,7,7,7,7,7,7,"31","55","84","1","41",NA,"Scientists"
"145","5/16/2014 20:12","5/16/2014 20:20","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,3,5,6,6,6,5,5,5,4,5,4,6,2,5,5,4,2,"65","61","91","1","39",NA,"Educated"
"146","5/17/2014 8:15","5/17/2014 8:28","1","Scientists",NA,"Scientists_Scientists","1",NA,"2",NA,6,6,6,6,6,7,6,6,6,5,4,4,7,6,7,5,6,4,"36","68","97","1","41",NA,"Scientists"
"147","5/17/2014 13:45","5/17/2014 13:56","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",3,7,5,6,7,7,2,7,4,1,2,1,6,4,1,7,6,7,"186","51","92","1","43",NA,"Scientists"
"148","5/17/2014 14:11","5/17/2014 14:16","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,6,4,5,6,6,6,6,6,4,6,5,5,5,6,5,5,4,"143","32","58","1","43",NA,"Educated"
"149","5/17/2014 14:41","5/17/2014 14:46","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,6,3,3,5,6,3,6,5,2,6,6,6,7,6,6,5,2,"122","33","71","1","38",NA,"Scientists"
"151","5/18/2014 23:18","5/18/2014 23:21","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,5,5,5,5,5,4,6,5,4,5,3,6,6,5,5,4,4,"122","55","86","2","38",NA,"Educated"
"152","5/19/2014 1:32","5/19/2014 1:36","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",2,2,3,3,2,2,1,5,2,3,1,4,3,1,2,1,1,1,"9","59","87","2","39",NA,"Educated"
"153","5/19/2014 5:38","5/19/2014 5:44","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,5,5,5,6,6,6,5,2,2,4,7,6,6,6,6,3,"111","51","81","1","42",NA,"Scientists"
"154","5/19/2014 6:50","5/19/2014 6:56","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,3,2,6,6,6,5,6,5,5,6,5,6,3,4,3,2,1,"123","38","63","1","38",NA,"Scientists"
"156","5/19/2014 12:51","5/19/2014 12:55","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",2,3,1,6,6,5,3,1,3,2,5,5,4,3,3,1,2,1,"48","54","86","1","43",NA,"Scientists"
"157","5/19/2014 12:56","5/19/2014 13:01","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,5,4,5,6,6,6,6,6,5,5,4,5,5,6,5,5,4,"84","52","85","2","42",NA,"Educated"
"160","5/19/2014 13:04","5/19/2014 13:09","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,6,4,6,5,5,5,4,5,3,2,2,5,4,3,4,6,2,"169","55","93","1","38",NA,"Educated"
"162","5/19/2014 13:23","5/19/2014 13:27","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",3,5,5,5,5,6,6,5,6,6,5,5,6,3,5,5,3,5,"84","53","82","1","39",NA,"Scientists"
"163","5/19/2014 13:23","5/19/2014 13:31","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",4,3,3,6,5,6,2,6,3,5,3,3,5,3,4,2,1,2,"80","41","81","1","41",NA,"Educated"
"164","5/19/2014 13:24","5/19/2014 13:33","1","Scientists",NA,"Scientists_Scientists","1",NA,"2",NA,7,7,5,4,5,6,7,6,4,2,2,2,7,7,7,6,6,7,"24","66","95","1","39",NA,"Scientists"
"165","5/19/2014 13:27","5/19/2014 13:35","1","Scientists",NA,"Scientists_Educated","1",NA,"2",NA,5,5,2,6,6,5,5,6,6,6,3,2,4,4,4,4,4,4,"187","65","95","1","39",NA,"Educated"
"166","5/19/2014 13:32","5/19/2014 13:41","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",4,5,5,3,5,5,4,5,6,2,3,3,5,4,4,4,3,3,"67","42","70","1","41",NA,"Educated"
"167","5/19/2014 13:43","5/19/2014 13:49","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","2",6,6,2,7,5,6,5,6,5,3,4,4,7,7,7,6,6,5,"187","26","55","1","44",NA,"Scientists"
"168","5/19/2014 13:44","5/19/2014 13:54","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,4,4,5,5,6,3,4,6,7,1,4,6,6,7,4,6,3,"163","52","82","2","43",NA,"Scientists"
"172","5/19/2014 14:20","5/19/2014 14:22","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",2,5,4,4,5,4,3,5,4,5,5,4,4,3,3,2,3,3,"185","53","78","1","38",NA,"Educated"
"173","5/19/2014 14:18","5/19/2014 14:27","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",4,5,3,5,3,5,5,3,5,2,1,1,2,4,4,3,5,1,"188","43","79","1","38",NA,"Educated"
"174","5/14/2014 11:09","5/19/2014 14:44","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,6,6,6,6,2,6,6,6,5,5,6,6,6,4,6,6,"36","49","90","1","41",NA,"Scientists"
"175","5/19/2014 14:41","5/19/2014 14:46","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,4,6,6,6,6,7,7,4,4,4,7,7,7,3,4,4,"138","52","86","1","43",NA,"Scientists"
"177","5/19/2014 14:54","5/19/2014 14:57","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,6,5,6,6,6,6,6,6,7,5,6,6,6,6,6,6,"36","56","84","1","43",NA,"Scientists"
"178","5/14/2014 13:28","5/19/2014 15:06","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",2,3,2,5,5,5,5,5,4,5,2,4,4,3,3,4,2,2,"24","32","71","1","40",NA,"Educated"
"179","5/19/2014 15:16","5/19/2014 15:21","1","Scientists",NA,"Scientists_Educated","1",NA,"1","2",2,3,2,5,4,3,2,3,1,2,3,3,2,2,2,4,2,2,"187","21","51","2","40",NA,"Educated"
"180","5/19/2014 15:07","5/19/2014 15:21","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",7,6,6,7,7,7,6,7,4,6,7,6,7,7,6,6,7,6,"126","44","84","1","44",NA,"Educated"
"181","5/19/2014 15:30","5/19/2014 15:34","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",4,5,3,7,3,6,6,3,5,5,5,5,7,7,6,6,7,2,"31","63","93","1","39",NA,"Scientists"
"183","5/19/2014 16:00","5/19/2014 16:09","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",3,3,5,4,5,5,5,3,2,2,5,2,4,2,5,3,3,2,"65","63","90","1","41",NA,"Scientists"
"184","5/19/2014 15:51","5/19/2014 16:15","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,5,5,5,6,5,6,5,6,6,5,5,6,6,6,5,6,6,"80","54","88","1","43",NA,"Educated"
"185","5/19/2014 16:40","5/19/2014 16:53","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,6,4,7,5,6,5,2,4,3,3,5,6,6,6,6,5,5,"65","59","92","1","38",NA,"Scientists"
"187","5/19/2014 17:18","5/19/2014 17:28","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,6,4,6,6,6,5,5,6,2,4,5,6,7,6,3,6,3,"7","39","77","1","38",NA,"Educated"
"188","5/19/2014 13:06","5/19/2014 17:40","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,6,6,5,6,6,6,6,6,7,6,5,6,7,6,5,7,2,"126","60","91","1","43",NA,"Educated"
"189","5/19/2014 17:46","5/19/2014 17:50","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",4,6,4,4,3,6,6,6,7,3,5,2,7,7,7,4,4,4,"17","53","85","2","41",NA,"Educated"
"190","5/19/2014 15:08","5/19/2014 17:50","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,5,4,6,6,6,5,3,4,4,4,6,6,4,3,5,2,3,"143","43","70","2","39",NA,"Scientists"
"191","5/19/2014 18:13","5/19/2014 18:18","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,5,7,5,6,7,7,6,6,6,4,6,5,5,5,4,5,5,"31","44","75","1","39",NA,"Educated"
"192","5/19/2014 18:14","5/19/2014 18:19","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,5,6,6,5,7,5,5,5,6,6,4,6,5,6,6,5,6,"80","47","78","1","42",NA,"Scientists"
"194","5/19/2014 18:28","5/19/2014 18:41","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,4,5,6,6,6,5,7,2,3,4,6,7,7,3,6,2,"179","33","60","1","42",NA,"Scientists"
"195","5/19/2014 18:44","5/19/2014 18:49","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,6,6,6,6,6,7,7,7,6,6,6,7,7,7,7,6,5,"78","59","94","1","43",NA,"Educated"
"197","5/19/2014 17:55","5/19/2014 20:48","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,2,3,3,5,5,2,5,6,4,2,2,4,3,3,1,3,1,"187","60","91","1","39",NA,"Scientists"
"198","5/20/2014 0:08","5/20/2014 0:11","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",7,7,4,7,5,7,6,5,5,5,5,4,7,6,7,6,5,4,"187","62","90","1","43",NA,"Scientists"
"200","5/20/2014 2:13","5/20/2014 3:21","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",4,5,2,5,4,6,3,6,3,3,3,3,6,6,2,6,5,2,"36","56","83","2","43",NA,"Scientists"
"201","5/20/2014 5:44","5/20/2014 5:55","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,2,4,6,6,5,4,5,2,5,5,5,6,6,6,5,5,"80","62","92","1","41",NA,"Scientists"
"202","5/20/2014 8:11","5/20/2014 8:48","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,6,6,7,7,6,6,7,4,5,5,6,6,6,6,5,3,"162","37","69","1","44",NA,"Scientists"
"204","5/20/2014 9:07","5/20/2014 9:10","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",2,5,2,2,4,5,4,5,4,2,3,2,4,2,2,2,4,4,"163","38","66","1","43",NA,"Educated"
"205","5/20/2014 9:49","5/20/2014 9:53","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,4,5,5,5,6,4,3,4,5,6,4,6,5,5,3,4,4,"163","40","64","1","41",NA,"Educated"
"207","5/20/2014 11:39","5/20/2014 11:45","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,4,6,6,6,2,5,6,2,6,4,6,6,6,4,6,4,"179","61","94","1","39",NA,"Scientists"
"209","5/20/2014 17:07","5/20/2014 17:18","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",2,4,2,5,5,4,6,6,6,2,1,2,3,6,2,3,3,2,"36","48","81","1","43",NA,"Educated"
"210","5/20/2014 19:29","5/20/2014 19:32","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,5,4,5,6,7,5,7,6,5,6,4,6,7,6,4,3,1,"187","58","84","1","39",NA,"Scientists"
"211","5/20/2014 19:58","5/20/2014 20:05","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,6,3,5,5,6,3,5,5,3,3,3,6,5,6,3,3,1,"60","62","94","2","38",NA,"Educated"
"214","5/21/2014 11:36","5/21/2014 11:46","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,6,6,5,4,6,6,6,6,6,4,4,6,6,6,4,6,2,"84","57","87","1","42",NA,"Scientists"
"215","5/14/2014 18:34","5/21/2014 18:01","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,5,2,5,5,6,5,6,6,2,6,5,5,5,5,5,4,4,"187","39","67","1","39",NA,"Educated"
"216","5/22/2014 7:49","5/22/2014 7:59","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",3,4,4,4,4,5,5,4,4,4,4,4,4,3,4,4,4,4,"86","62","88","1","38",NA,"Educated"
"217","5/22/2014 11:05","5/22/2014 11:08","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,6,4,6,6,7,6,6,6,6,5,4,6,7,7,7,7,6,"185","64","95","1","38",NA,"Educated"
"218","5/21/2014 21:19","5/22/2014 16:11","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",7,7,5,6,7,7,6,7,7,3,2,6,7,7,7,5,5,5,"24","53","85","1","39",NA,"Scientists"
"219","5/22/2014 17:05","5/22/2014 17:11","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,6,4,5,5,5,5,6,5,5,6,4,6,6,5,4,4,3,"60","39","66","1","41",NA,"Educated"
"220","5/23/2014 16:22","5/23/2014 16:28","1","Scientists",NA,"Scientists_Scientists","1",NA,"2",NA,6,7,5,5,7,6,5,6,7,6,5,6,7,6,6,6,5,5,"122","44","96","1","38",NA,"Scientists"
"221","5/24/2014 20:55","5/24/2014 21:06","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,7,4,6,6,7,6,7,7,5,4,3,7,7,7,7,6,7,"151","41","80","1","44",NA,"Educated"
"222","5/25/2014 16:47","5/25/2014 16:51","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",4,5,3,6,1,6,6,5,4,6,6,4,6,7,7,6,5,3,"161","45","85","1","41",NA,"Scientists"
"223","5/26/2014 8:08","5/26/2014 8:36","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",4,5,6,4,6,6,5,6,5,4,7,4,5,5,4,4,5,2,"78","51","81","1","43",NA,"Educated"
"224","5/26/2014 17:31","5/26/2014 17:35","1","Scientists",NA,"Scientists_Educated","1",NA,"1","2",4,4,3,7,4,7,6,7,7,4,5,5,6,4,4,4,4,4,"31","24","48","1","39",NA,"Educated"
"226","5/28/2014 1:52","5/28/2014 1:58","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",4,3,3,5,5,6,4,7,6,4,2,5,6,3,6,2,4,2,"9","53","84","1","38",NA,"Scientists"
"228","6/11/2014 12:00","6/11/2014 12:05","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",3,6,2,7,6,6,4,6,6,4,6,5,6,6,6,4,6,2,"17","56","83","1","39",NA,"Scientists"
"229","6/11/2014 12:00","6/11/2014 12:06","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,4,4,6,7,6,5,5,6,5,6,6,6,5,6,4,4,2,"65","31","61","1","43",NA,"Educated"
"230","6/11/2014 12:04","6/11/2014 12:11","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,4,3,5,7,3,4,6,6,2,1,3,3,1,3,2,4,6,"163","67","95","2","44",NA,"Educated"
"231","6/11/2014 12:01","6/11/2014 12:16","1","Scientists",NA,"Scientists_Scientists","1",NA,"2",NA,6,6,6,5,6,6,7,6,2,2,2,2,7,7,7,2,7,2,"36","67","97","1","44",NA,"Scientists"
"232","6/11/2014 12:13","6/11/2014 12:18","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","6",4,6,4,6,6,7,5,3,5,2,3,5,6,7,4,6,5,4,"48","55","94","1","39",NA,"Scientists"
"233","6/11/2014 12:17","6/11/2014 12:23","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",2,5,5,4,4,5,2,4,5,4,1,3,4,3,5,4,3,1,"84","54","86","1","42",NA,"Scientists"
"234","6/11/2014 12:17","6/11/2014 12:23","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,6,2,6,6,7,6,3,6,5,5,5,5,5,5,3,2,2,"84","60","60","1","38",NA,"Educated"
"235","6/11/2014 12:10","6/11/2014 12:24","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",4,6,4,6,5,6,6,6,6,5,5,5,3,2,3,2,5,2,"84","39","71","1","39",NA,"Educated"
"236","6/11/2014 12:26","6/11/2014 12:33","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,5,7,6,7,6,7,6,4,4,4,7,7,7,5,5,4,"184","41","69","1","41",NA,"Scientists"
"237","6/11/2014 12:33","6/11/2014 12:41","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",4,6,2,7,6,6,7,6,6,2,4,2,6,7,6,6,2,1,"9","80","80","1","38",NA,"Scientists"
"238","6/11/2014 12:51","6/11/2014 12:56","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",2,2,2,2,3,2,2,2,2,4,3,2,2,2,2,2,2,2,"82","54","79","1","39",NA,"Educated"
"239","6/11/2014 13:21","6/11/2014 13:24","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",4,5,5,7,6,6,4,6,6,6,6,6,6,5,6,5,4,3,"61","58","83","2","39",NA,"Scientists"
"240","6/11/2014 13:35","6/11/2014 13:40","1","Scientists",NA,"Scientists_Scientists","1",NA,"2",NA,3,5,5,5,5,5,5,5,5,3,5,5,5,3,5,3,3,3,"24","54","95","1","38",NA,"Scientists"
"241","6/11/2014 13:35","6/11/2014 13:40","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",2,2,1,3,2,2,2,6,2,2,5,6,2,2,2,1,2,1,"122","38","94","2","38",NA,"Educated"
"242","6/11/2014 13:36","6/11/2014 13:41","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,1,2,5,5,4,3,6,5,1,5,2,4,3,3,4,1,1,"185","60","90","1","42",NA,"Educated"
"243","6/11/2014 13:38","6/11/2014 13:46","1","Scientists",NA,"Scientists_Educated","1",NA,"2",NA,5,5,2,6,5,5,5,6,6,3,1,3,3,1,3,5,3,1,"163","59",NA,"1","38",NA,"Educated"
"244","6/11/2014 13:43","6/11/2014 13:47","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,5,4,5,3,4,4,5,5,5,3,4,6,3,6,5,3,2,"48","57","91","2","38",NA,"Scientists"
"245","6/11/2014 13:45","6/11/2014 13:51","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",3,5,2,6,5,6,5,5,5,6,5,4,5,5,6,5,5,5,"187","63","94","2","39",NA,"Educated"
"246","6/11/2014 13:51","6/11/2014 13:56","1","Scientists",NA,"Scientists_Educated","1",NA,"2",NA,5,4,5,6,3,5,5,3,5,1,1,4,4,5,2,3,2,2,"76","67","96","1","39",NA,"Educated"
"247","6/11/2014 13:52","6/11/2014 13:59","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",NA,5,4,6,6,5,5,4,6,5,5,6,5,5,2,5,6,2,"80","59","91","1","42",NA,"Scientists"
"248","6/11/2014 13:49","6/11/2014 14:03","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,6,7,6,6,6,6,6,4,3,4,6,6,5,4,6,2,"163","50","78","1","38",NA,"Scientists"
"249","6/11/2014 14:01","6/11/2014 14:04","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,2,2,6,5,6,5,5,5,4,3,4,3,2,2,2,2,1,"187","56","84","2","43",NA,"Educated"
"250","6/11/2014 14:38","6/11/2014 14:44","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,6,6,6,6,6,6,6,5,6,5,6,7,3,3,7,3,"179","48","81","1","41",NA,"Scientists"
"251","6/11/2014 16:37","6/11/2014 16:42","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",1,1,1,5,2,6,3,3,2,1,6,5,2,1,2,1,2,1,"17","50","79","1","39",NA,"Educated"
"252","6/11/2014 16:37","6/11/2014 17:00","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",3,5,1,6,5,6,3,5,3,5,2,3,4,2,2,1,4,1,"187","65","95","2","38",NA,"Educated"
"253","6/11/2014 18:11","6/11/2014 18:20","1","Scientists",NA,"Scientists_Educated","1",NA,"1","2",5,3,5,3,6,7,5,2,4,3,6,5,4,4,6,5,5,2,"142","27","59","1","43",NA,"Educated"
"254","6/11/2014 18:18","6/11/2014 18:21","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,3,1,5,5,6,3,5,5,2,4,2,6,3,3,3,2,2,"187","56","90","1","42",NA,"Scientists"
"256","6/11/2014 19:35","6/11/2014 19:37","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,5,4,6,6,6,4,4,4,5,5,6,4,4,4,4,4,1,"187","56","83","1","40",NA,"Educated"
"257","6/11/2014 19:57","6/11/2014 20:00","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",7,6,6,7,6,6,6,6,7,2,2,2,7,6,6,6,5,4,"10","64","93","1","38",NA,"Scientists"
"258","6/11/2014 19:53","6/11/2014 20:08","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",3,3,3,6,5,6,3,5,3,3,3,3,5,2,3,3,2,2,"187","29","60","1","44",NA,"Scientists"
"259","6/11/2014 20:07","6/11/2014 20:22","1","Scientists",NA,"Scientists_Educated","1",NA,"1","6",5,5,4,5,5,5,5,5,6,5,5,5,5,5,5,5,5,3,"83","39","76","1","39",NA,"Educated"
"260","6/11/2014 20:18","6/11/2014 20:28","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",4,6,5,4,6,5,5,6,5,2,2,2,5,3,6,6,4,5,"65","60","89","1","44",NA,"Educated"
"261","6/11/2014 20:56","6/11/2014 21:00","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,3,2,4,5,5,3,5,5,4,4,5,6,6,6,5,3,4,"187","50","80","1","44",NA,"Scientists"
"263","6/12/2014 1:32","6/12/2014 1:39","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,"9","27","58","1","43",NA,"Educated"
"264","6/12/2014 8:07","6/12/2014 8:22","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",2,2,2,5,6,6,7,5,6,5,3,3,7,6,6,6,6,6,"78","65","93","1","41",NA,"Scientists"
"266","6/12/2014 12:10","6/12/2014 12:13","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,6,5,6,6,6,5,6,5,6,6,5,6,5,7,5,5,2,"185","41","66","2","39",NA,"Scientists"
"267","6/12/2014 13:08","6/12/2014 13:13","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,3,3,5,3,2,2,3,3,2,3,3,3,4,4,2,2,2,"153","61","93","1","39",NA,"Educated"
"270","6/13/2014 8:51","6/13/2014 8:54","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,6,5,6,6,6,6,7,5,6,5,6,6,6,5,5,6,"78","51","79","1","38",NA,"Scientists"
"271","6/13/2014 13:35","6/13/2014 13:38","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,6,6,6,6,6,6,6,6,4,4,4,6,6,6,6,6,3,"187","38","71","1","38",NA,"Educated"
"273","6/16/2014 16:23","6/16/2014 16:26","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,7,5,6,6,6,6,6,6,4,4,4,7,7,7,7,7,6,"187","59","87","2","38",NA,"Scientists"
"274","6/16/2014 16:24","6/16/2014 16:28","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,1,6,5,7,5,6,5,3,1,7,6,6,6,6,6,5,"187","58","85","1","38",NA,"Scientists"
"275","6/16/2014 16:23","6/16/2014 16:28","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",3,3,2,3,3,5,3,3,3,3,3,2,5,3,3,2,3,2,"187","61","89","1","38",NA,"Educated"
"276","6/16/2014 16:28","6/16/2014 16:31","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,1,7,6,6,3,6,6,2,5,2,6,6,6,6,5,1,"187","30","55","1","43",NA,"Scientists"
"278","6/16/2014 16:31","6/16/2014 16:34","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",3,3,3,5,5,5,5,5,4,5,5,5,4,4,5,3,3,3,"31","47","77","1","39",NA,"Educated"
"280","6/16/2014 16:28","6/16/2014 16:35","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",2,5,2,6,3,5,5,2,5,2,2,2,2,2,2,2,2,2,"187","53","85","2","38",NA,"Educated"
"282","6/16/2014 16:32","6/16/2014 16:36","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,5,3,5,5,5,5,5,7,1,2,2,5,5,5,3,5,2,"187","53","80","1","38",NA,"Scientists"
"283","6/16/2014 16:36","6/16/2014 16:39","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",1,1,1,5,3,3,2,1,1,5,5,6,5,4,4,3,2,1,"187","52","85","1","42",NA,"Scientists"
"284","6/16/2014 16:34","6/16/2014 16:39","1","Scientists",NA,"Scientists_Educated","1",NA,"1","6",7,7,7,7,7,7,7,7,7,7,4,4,7,7,7,7,7,7,"65","42","69","1","41",NA,"Educated"
"286","6/16/2014 16:37","6/16/2014 16:43","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",3,4,3,3,5,5,4,2,4,4,3,4,5,3,5,4,3,2,"168","39","72","1","38",NA,"Educated"
"287","6/16/2014 16:35","6/16/2014 16:43","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,NA,6,5,6,7,6,7,7,6,6,7,6,6,3,5,7,4,"86","64","94","1","44",NA,"Educated"
