"","X","Start_time","End_time","Finished","Respondent_group","Screening","Consent","Reason_nc","Check_group","ob1","ob2","ob3","ra1","ra2","ra3","op1","op2","op3","iq1","iq2","iq3","in1","in2","in3","co1","co2","co3","Country","Year_born","Gender","Religiousness","Feedback","Target"
"276",277,"5/14/2014 15:02","5/14/2014 15:08",1,"Educated",NA,1,NA,2,7,7,5,6,7,7,7,7,7,2,4,4,7,7,7,7,6,5,187,34,1,42,NA,"Educated"
"277",278,"5/14/2014 15:05","5/14/2014 15:08",1,"Educated",NA,1,NA,1,7,7,2,7,5,7,6,7,6,3,5,3,7,7,7,7,3,4,187,32,1,43,NA,"Scientists"
"278",279,"5/14/2014 15:07","5/14/2014 15:10",1,"Educated",NA,1,NA,1,4,4,3,2,4,4,4,4,4,2,1,1,4,4,4,4,4,3,187,35,1,43,NA,"Educated"
"279",280,"5/14/2014 15:16","5/14/2014 15:18",1,"Educated",NA,1,NA,1,4,6,4,6,6,6,4,6,4,4,6,6,6,4,4,4,5,4,187,62,2,44,NA,"Educated"
"280",281,"5/14/2014 15:17","5/14/2014 15:19",1,"Educated",NA,1,NA,1,4,4,1,7,6,5,5,4,5,4,5,6,5,4,4,4,5,1,187,42,2,42,NA,"Scientists"
"281",282,"5/14/2014 15:14","5/14/2014 15:20",1,"Educated",NA,1,NA,1,6,6,4,6,6,6,5,6,6,3,5,6,6,6,6,5,6,4,187,38,2,43,NA,"Scientists"
"282",283,"5/14/2014 15:20","5/14/2014 15:23",1,"Educated",NA,1,NA,1,4,3,3,5,5,5,6,4,5,5,2,4,5,4,4,3,4,3,187,32,1,42,NA,"Educated"
"283",284,"5/14/2014 15:25","5/14/2014 15:27",1,"Educated",NA,1,NA,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,187,57,2,42,NA,"Educated"
"284",285,"5/14/2014 15:25","5/14/2014 15:28",1,"Educated",NA,1,NA,2,2,3,6,5,5,5,3,3,3,2,2,4,5,2,3,2,3,2,187,65,2,43,NA,"Scientists"
"285",286,"5/14/2014 15:36","5/14/2014 15:38",1,"Educated",NA,1,NA,2,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,187,56,2,44,NA,"Educated"
"286",287,"5/14/2014 15:37","5/14/2014 15:41",1,"Educated",NA,1,NA,1,5,1,5,6,7,7,7,3,2,5,3,2,5,4,4,3,4,1,187,31,1,44,NA,"Educated"
"287",288,"5/14/2014 15:39","5/14/2014 15:41",1,"Educated",NA,1,NA,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,187,27,1,44,NA,"Scientists"
"288",289,"5/14/2014 15:32","5/14/2014 15:42",1,"Educated",NA,1,NA,1,5,5,5,5,3,6,4,5,4,3,6,5,5,4,4,5,5,4,187,60,2,42,NA,"Scientists"
"289",290,"5/14/2014 15:40","5/14/2014 15:43",1,"Educated",NA,1,NA,1,5,4,5,6,5,6,4,5,5,4,4,4,6,4,4,5,4,4,187,36,1,41,NA,"Scientists"
"290",291,"5/14/2014 15:42","5/14/2014 15:45",1,"Educated",NA,1,NA,1,4,4,3,5,4,5,4,5,4,4,4,4,4,4,4,4,4,4,187,45,2,42,NA,"Educated"
"291",292,"5/14/2014 15:42","5/14/2014 15:45",1,"Educated",NA,1,NA,1,5,5,4,4,5,5,5,5,5,3,3,5,3,3,3,3,3,2,187,55,1,38,NA,"Educated"
"292",293,"5/14/2014 15:43","5/14/2014 15:46",1,"Educated",NA,1,NA,1,4,5,6,5,6,4,6,5,6,4,5,5,5,5,5,5,6,5,187,66,1,42,NA,"Scientists"
"293",294,"5/14/2014 15:51","5/14/2014 15:58",1,"Educated",NA,1,NA,2,5,5,3,6,5,6,6,5,5,6,6,5,6,3,3,3,5,3,187,31,2,38,NA,"Educated"
"294",295,"5/14/2014 15:57","5/14/2014 15:59",1,"Educated",NA,1,NA,1,5,5,4,5,6,5,4,5,5,4,4,4,6,4,4,5,4,4,187,35,2,41,NA,"Scientists"
"295",296,"5/14/2014 16:03","5/14/2014 16:05",1,"Educated",NA,1,NA,1,3,3,3,5,5,5,5,4,5,4,4,4,4,4,3,4,4,4,187,63,2,44,NA,"Scientists"
"296",297,"5/14/2014 15:59","5/14/2014 16:06",1,"Educated",NA,1,NA,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,187,45,2,44,NA,"Educated"
"297",298,"5/14/2014 16:09","5/14/2014 16:12",1,"Educated",NA,1,NA,1,6,6,3,6,6,5,5,6,6,2,3,4,6,5,6,6,3,4,187,36,1,38,NA,"Educated"
"298",299,"5/14/2014 16:04","5/14/2014 16:14",1,"Educated",NA,1,NA,1,7,7,7,7,5,7,6,7,7,2,2,5,7,2,4,6,6,6,187,42,1,42,NA,"Scientists"
"299",300,"5/14/2014 16:15","5/14/2014 16:18",1,"Educated",NA,1,NA,1,4,3,2,6,5,6,2,3,2,2,5,3,4,3,4,3,2,2,187,36,1,39,NA,"Educated"
"300",301,"5/14/2014 16:21","5/14/2014 16:24",1,"Educated",NA,1,NA,1,6,6,3,4,5,6,6,5,6,5,5,4,6,6,6,6,6,4,187,38,2,44,NA,"Educated"
"301",302,"5/14/2014 16:18","5/14/2014 16:24",1,"Educated",NA,1,NA,1,6,7,5,7,5,7,4,4,6,7,5,7,7,1,1,5,4,4,187,43,1,44,NA,"Scientists"
"302",303,"5/14/2014 16:21","5/14/2014 16:25",1,"Educated",NA,1,NA,1,5,2,7,5,3,2,2,2,3,5,5,6,3,4,4,4,2,1,187,39,2,44,NA,"Scientists"
"303",304,"5/14/2014 22:31","5/14/2014 22:34",1,"Educated",NA,1,NA,2,6,4,4,4,6,6,5,4,6,4,2,3,4,4,4,4,4,2,187,35,2,42,NA,"Educated"
"304",305,"5/14/2014 22:36","5/14/2014 22:40",1,"Educated",NA,1,NA,1,5,6,7,6,7,7,5,6,6,7,5,5,7,7,7,7,7,6,187,32,1,42,NA,"Educated"
"305",306,"5/14/2014 22:42","5/14/2014 22:44",1,"Educated",NA,1,NA,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,4,4,187,64,1,44,NA,"Scientists"
"306",307,"5/14/2014 22:42","5/14/2014 22:46",1,"Educated",NA,1,NA,1,5,5,3,5,5,5,5,2,5,4,3,3,7,5,6,3,5,3,187,61,2,43,NA,"Scientists"
"307",308,"5/14/2014 22:42","5/14/2014 22:47",1,"Educated",NA,1,NA,1,5,5,5,5,6,6,5,6,4,4,5,4,6,7,7,5,5,6,187,24,1,44,NA,"Educated"
"308",309,"5/14/2014 22:48","5/14/2014 22:52",1,"Educated",NA,1,NA,2,1,4,2,5,5,6,5,2,5,1,1,4,2,2,2,2,4,1,187,28,2,42,NA,"Educated"
"309",310,"5/14/2014 22:46","5/14/2014 22:52",1,"Educated",NA,1,NA,1,5,6,6,6,5,7,7,7,6,5,6,6,7,7,7,6,7,5,187,34,1,43,NA,"Scientists"
"310",311,"5/14/2014 22:52","5/14/2014 22:53",1,"Educated",NA,1,NA,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,187,56,2,43,NA,"Educated"
"311",312,"5/14/2014 22:48","5/14/2014 22:53",1,"Educated",NA,1,NA,2,7,7,7,7,6,7,6,6,5,4,6,6,7,7,7,6,7,4,187,19,2,43,NA,"Scientists"
"312",313,"5/14/2014 22:56","5/14/2014 22:58",1,"Educated",NA,1,NA,1,4,4,4,4,4,4,3,5,5,4,4,3,4,4,4,4,6,4,187,49,1,41,NA,"Educated"
"313",314,"5/14/2014 22:59","5/14/2014 23:03",1,"Educated",NA,1,NA,1,6,6,3,6,5,6,5,6,4,4,3,4,6,5,4,2,5,2,187,34,2,39,NA,"Scientists"
"314",315,"5/14/2014 22:58","5/14/2014 23:03",1,"Educated",NA,1,NA,1,5,5,6,6,5,6,4,5,5,5,7,6,5,1,1,1,5,1,187,66,2,42,NA,"Scientists"
"315",316,"5/14/2014 23:06","5/14/2014 23:12",1,"Educated",NA,1,NA,2,4,3,3,4,4,5,5,5,4,2,3,3,5,5,5,4,4,3,187,38,2,43,NA,"Educated"
"316",317,"5/14/2014 23:08","5/14/2014 23:12",1,"Educated",NA,1,NA,1,2,3,4,6,5,5,4,2,2,5,6,6,4,5,5,4,5,4,187,28,1,43,NA,"Scientists"
"317",318,"5/14/2014 22:59","5/14/2014 23:40",1,"Educated",NA,1,NA,1,3,4,4,5,5,5,3,4,2,5,5,4,4,2,2,4,2,3,187,57,2,38,NA,"Educated"
"318",75,"5/14/2014 13:30","5/14/2014 13:36",1,"Scientists",NA,1,NA,1,4,5,3,5,5,5,5,4,4,5,3,1,4,5,4,4,5,4,187,48,1,39,NA,"Educated"
"319",78,"5/14/2014 13:47","5/14/2014 13:51",1,"Scientists",NA,1,NA,1,6,5,6,6,6,6,6,6,5,6,6,6,6,2,6,2,3,2,187,40,1,38,NA,"Scientists"
"320",79,"5/14/2014 13:51","5/14/2014 13:55",1,"Scientists",NA,1,NA,1,3,2,2,2,5,3,2,2,2,5,5,7,4,6,6,3,2,3,187,51,1,39,NA,"Educated"
"321",86,"5/14/2014 14:35","5/14/2014 14:38",1,"Scientists",NA,1,NA,NA,5,5,4,4,5,5,5,5,5,5,5,3,4,4,5,4,5,3,187,69,1,42,NA,"Educated"
"322",87,"5/14/2014 14:36","5/14/2014 14:40",1,"Scientists",NA,1,NA,1,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,4,1,187,55,1,38,NA,"Educated"
"323",88,"5/14/2014 15:00","5/14/2014 15:02",1,"Scientists",NA,1,NA,1,5,4,3,6,5,5,5,3,5,4,4,6,6,5,5,5,5,3,187,41,1,39,NA,"Scientists"
"324",92,"5/14/2014 15:32","5/14/2014 15:36",1,"Scientists",NA,1,NA,1,2,1,2,3,3,4,4,2,1,2,3,3,4,3,4,1,1,1,187,43,1,39,NA,"Scientists"
"325",93,"5/14/2014 15:46","5/14/2014 15:48",1,"Scientists",NA,1,NA,1,2,2,2,5,5,4,3,3,3,4,2,4,2,2,2,3,1,1,187,49,1,39,NA,"Educated"
"326",96,"5/14/2014 15:53","5/14/2014 15:55",1,"Scientists",NA,1,NA,1,3,2,2,2,4,2,1,2,3,1,1,2,4,1,3,1,3,2,187,44,2,39,NA,"Educated"
"327",97,"5/14/2014 15:59","5/14/2014 16:02",1,"Scientists",NA,1,NA,1,6,6,6,6,7,5,5,6,7,3,4,5,7,7,7,7,6,4,187,49,1,43,NA,"Scientists"
"328",103,"5/14/2014 16:22","5/14/2014 16:34",1,"Scientists",NA,1,NA,1,7,6,2,6,7,3,6,7,6,3,6,5,6,6,6,7,3,2,187,31,1,39,NA,"Scientists"
"329",104,"5/14/2014 16:41","5/14/2014 16:49",1,"Scientists",NA,1,NA,1,5,3,3,6,2,6,3,6,6,3,5,4,6,3,3,3,3,1,187,44,1,42,NA,"Educated"
"330",106,"5/14/2014 16:57","5/14/2014 17:00",1,"Scientists",NA,1,NA,1,3,3,2,5,5,5,3,3,4,2,2,5,3,2,3,3,3,2,187,42,2,38,NA,"Educated"
"331",107,"5/14/2014 17:02","5/14/2014 17:04",1,"Scientists",NA,1,NA,1,4,5,5,4,6,6,6,5,6,5,5,5,4,4,5,3,4,5,187,39,1,40,NA,"Scientists"
"332",111,"5/14/2014 17:44","5/14/2014 18:01",1,"Scientists",NA,1,NA,1,4,3,2,5,4,5,4,5,3,5,4,5,4,4,4,4,4,4,187,57,2,42,NA,"Educated"
"333",112,"5/14/2014 18:24","5/14/2014 18:28",1,"Scientists",NA,1,NA,1,7,5,3,NA,6,7,6,6,6,4,6,6,6,5,6,6,6,4,187,52,2,42,NA,"Scientists"
"334",114,"5/14/2014 19:03","5/14/2014 19:13",1,"Scientists",NA,1,NA,1,6,6,5,6,6,7,6,7,7,3,5,4,7,7,7,6,6,5,187,56,2,42,NA,"Scientists"
"335",120,"5/14/2014 22:44","5/14/2014 22:48",1,"Scientists",NA,1,NA,1,3,4,2,4,6,4,4,5,7,4,1,4,6,7,7,4,3,2,187,33,1,41,NA,"Scientists"
"336",121,"5/14/2014 22:55","5/14/2014 22:58",1,"Scientists",NA,1,NA,1,5,5,4,6,6,6,3,5,5,5,5,6,5,5,6,5,2,2,187,56,2,38,NA,"Scientists"
"337",123,"5/15/2014 0:11","5/15/2014 0:17",1,"Scientists",NA,1,NA,1,5,5,3,6,4,6,6,5,7,3,2,4,6,5,5,5,5,5,187,37,2,42,NA,"Scientists"
"338",136,"5/15/2014 19:19","5/15/2014 19:24",1,"Scientists",NA,1,NA,1,4,5,2,5,6,6,5,5,6,4,4,4,5,5,6,5,2,2,187,43,2,38,NA,"Scientists"
"339",137,"5/15/2014 21:36","5/15/2014 21:55",1,"Scientists",NA,1,NA,1,3,3,3,4,3,5,2,3,6,5,5,5,5,3,7,3,2,3,187,29,1,42,NA,"Educated"
"340",165,"5/19/2014 13:27","5/19/2014 13:35",1,"Scientists",NA,1,NA,NA,5,5,2,6,6,5,5,6,6,6,3,2,4,4,4,4,4,4,187,65,1,39,NA,"Educated"
"341",167,"5/19/2014 13:43","5/19/2014 13:49",1,"Scientists",NA,1,NA,2,6,6,2,7,5,6,5,6,5,3,4,4,7,7,7,6,6,5,187,26,1,44,NA,"Scientists"
"342",179,"5/19/2014 15:16","5/19/2014 15:21",1,"Scientists",NA,1,NA,2,2,3,2,5,4,3,2,3,1,2,3,3,2,2,2,4,2,2,187,21,2,40,NA,"Educated"
"343",197,"5/19/2014 17:55","5/19/2014 20:48",1,"Scientists",NA,1,NA,1,6,2,3,3,5,5,2,5,6,4,2,2,4,3,3,1,3,1,187,60,1,39,NA,"Scientists"
"344",198,"5/20/2014 0:08","5/20/2014 0:11",1,"Scientists",NA,1,NA,1,7,7,4,7,5,7,6,5,5,5,5,4,7,6,7,6,5,4,187,62,1,43,NA,"Scientists"
"345",210,"5/20/2014 19:29","5/20/2014 19:32",1,"Scientists",NA,1,NA,1,5,5,4,5,6,7,5,7,6,5,6,4,6,7,6,4,3,1,187,58,1,39,NA,"Scientists"
"346",215,"5/14/2014 18:34","5/21/2014 18:01",1,"Scientists",NA,1,NA,1,6,5,2,5,5,6,5,6,6,2,6,5,5,5,5,5,4,4,187,39,1,39,NA,"Educated"
"347",245,"6/11/2014 13:45","6/11/2014 13:51",1,"Scientists",NA,1,NA,1,3,5,2,6,5,6,5,5,5,6,5,4,5,5,6,5,5,5,187,63,2,39,NA,"Educated"
"348",249,"6/11/2014 14:01","6/11/2014 14:04",1,"Scientists",NA,1,NA,1,5,2,2,6,5,6,5,5,5,4,3,4,3,2,2,2,2,1,187,56,2,43,NA,"Educated"
"349",252,"6/11/2014 16:37","6/11/2014 17:00",1,"Scientists",NA,1,NA,1,3,5,1,6,5,6,3,5,3,5,2,3,4,2,2,1,4,1,187,65,2,38,NA,"Educated"
"350",254,"6/11/2014 18:18","6/11/2014 18:21",1,"Scientists",NA,1,NA,1,5,3,1,5,5,6,3,5,5,2,4,2,6,3,3,3,2,2,187,56,1,42,NA,"Scientists"
"351",256,"6/11/2014 19:35","6/11/2014 19:37",1,"Scientists",NA,1,NA,1,5,5,4,6,6,6,4,4,4,5,5,6,4,4,4,4,4,1,187,56,1,40,NA,"Educated"
"352",258,"6/11/2014 19:53","6/11/2014 20:08",1,"Scientists",NA,1,NA,1,3,3,3,6,5,6,3,5,3,3,3,3,5,2,3,3,2,2,187,29,1,44,NA,"Scientists"
"353",261,"6/11/2014 20:56","6/11/2014 21:00",1,"Scientists",NA,1,NA,1,5,3,2,4,5,5,3,5,5,4,4,5,6,6,6,5,3,4,187,50,1,44,NA,"Scientists"
"354",271,"6/13/2014 13:35","6/13/2014 13:38",1,"Scientists",NA,1,NA,1,6,6,6,6,6,6,6,6,6,4,4,4,6,6,6,6,6,3,187,38,1,38,NA,"Educated"
"355",273,"6/16/2014 16:23","6/16/2014 16:26",1,"Scientists",NA,1,NA,1,6,7,5,6,6,6,6,6,6,4,4,4,7,7,7,7,7,6,187,59,2,38,NA,"Scientists"
"356",274,"6/16/2014 16:24","6/16/2014 16:28",1,"Scientists",NA,1,NA,1,6,6,1,6,5,7,5,6,5,3,1,7,6,6,6,6,6,5,187,58,1,38,NA,"Scientists"
"357",275,"6/16/2014 16:23","6/16/2014 16:28",1,"Scientists",NA,1,NA,1,3,3,2,3,3,5,3,3,3,3,3,2,5,3,3,2,3,2,187,61,1,38,NA,"Educated"
"358",276,"6/16/2014 16:28","6/16/2014 16:31",1,"Scientists",NA,1,NA,1,6,6,1,7,6,6,3,6,6,2,5,2,6,6,6,6,5,1,187,30,1,43,NA,"Scientists"
"359",280,"6/16/2014 16:28","6/16/2014 16:35",1,"Scientists",NA,1,NA,1,2,5,2,6,3,5,5,2,5,2,2,2,2,2,2,2,2,2,187,53,2,38,NA,"Educated"
"360",282,"6/16/2014 16:32","6/16/2014 16:36",1,"Scientists",NA,1,NA,1,5,5,3,5,5,5,5,5,7,1,2,2,5,5,5,3,5,2,187,53,1,38,NA,"Scientists"
"361",283,"6/16/2014 16:36","6/16/2014 16:39",1,"Scientists",NA,1,NA,1,1,1,1,5,3,3,2,1,1,5,5,6,5,4,4,3,2,1,187,52,1,42,NA,"Scientists"
"362",294,"6/16/2014 16:51","6/16/2014 16:57",1,"Scientists",NA,1,NA,1,5,5,2,6,2,7,5,6,3,2,2,2,7,6,6,6,4,4,187,59,2,42,NA,"Scientists"
"363",299,"6/16/2014 16:58","6/16/2014 17:02",1,"Scientists",NA,1,NA,1,5,2,1,5,5,5,3,3,5,2,5,2,5,5,6,3,3,3,187,55,2,39,NA,"Scientists"
"364",300,"6/16/2014 17:06","6/16/2014 17:10",1,"Scientists",NA,1,NA,1,2,2,2,4,4,4,2,2,3,4,5,3,4,1,1,3,4,3,187,34,1,43,NA,"Educated"
"365",309,"6/16/2014 17:21","6/16/2014 17:27",1,"Scientists",NA,1,NA,1,5,5,5,6,6,6,5,6,6,5,5,5,5,3,2,5,2,3,187,35,2,38,NA,"Educated"
"366",311,"6/16/2014 17:18","6/16/2014 17:34",1,"Scientists",NA,1,NA,1,4,3,4,5,6,5,4,5,4,6,3,5,4,1,2,2,1,1,187,42,1,43,NA,"Educated"
"367",314,"6/16/2014 17:41","6/16/2014 17:44",1,"Scientists",NA,1,NA,1,2,3,2,6,5,6,2,3,6,5,4,5,6,6,6,3,4,2,187,56,1,39,NA,"Scientists"
"368",317,"6/16/2014 18:43","6/16/2014 18:47",1,"Scientists",NA,1,NA,1,6,4,2,5,4,5,4,6,5,3,3,2,5,2,5,2,3,1,187,59,1,42,NA,"Educated"
"369",319,"6/16/2014 18:49","6/16/2014 18:52",1,"Scientists",NA,1,NA,1,3,3,3,6,5,6,4,5,5,3,6,4,4,3,3,3,3,3,187,38,1,42,NA,"Educated"
"370",321,"6/16/2014 18:55","6/16/2014 19:00",1,"Scientists",NA,1,NA,1,5,4,5,6,6,6,6,5,5,5,6,5,6,4,6,5,3,1,187,NA,2,42,NA,"Scientists"
"371",326,"6/16/2014 19:18","6/16/2014 19:24",1,"Scientists",NA,1,NA,1,3,2,2,6,6,5,3,5,5,5,5,4,4,2,2,2,2,2,187,59,1,39,NA,"Scientists"
"372",331,"6/16/2014 20:29","6/16/2014 20:32",1,"Scientists",NA,1,NA,1,2,3,2,6,6,6,5,3,3,2,5,5,5,3,3,4,4,2,187,47,1,38,NA,"Scientists"
"373",332,"6/16/2014 20:45","6/16/2014 20:49",1,"Scientists",NA,1,NA,1,1,1,1,4,3,2,5,5,5,5,3,3,2,1,1,2,1,2,187,NA,1,39,NA,"Educated"
"374",334,"6/16/2014 21:06","6/16/2014 21:10",1,"Scientists",NA,1,NA,1,5,5,4,5,6,5,5,5,5,4,5,5,6,6,5,6,6,5,187,49,1,38,NA,"Scientists"
"375",335,"6/16/2014 20:49","6/16/2014 21:20",1,"Scientists",NA,1,NA,1,2,2,1,5,7,6,2,2,2,2,2,5,6,2,1,1,2,2,187,55,1,42,NA,"Educated"
"376",341,"6/16/2014 22:50","6/16/2014 22:57",1,"Scientists",NA,1,NA,1,6,5,5,7,6,6,5,4,6,5,6,5,6,7,7,7,7,3,187,66,1,43,NA,"Scientists"
"377",345,"6/16/2014 23:58","6/17/2014 0:02",1,"Scientists",NA,1,NA,1,2,2,2,6,5,6,5,5,5,5,5,5,5,2,5,3,2,1,187,50,1,38,NA,"Educated"
"378",349,"6/17/2014 2:27","6/17/2014 2:31",1,"Scientists",NA,1,NA,1,3,5,2,5,5,4,6,3,5,5,6,5,5,3,5,3,3,2,187,35,2,41,NA,"Scientists"
"379",379,"6/17/2014 18:48","6/17/2014 18:55",1,"Scientists",NA,1,NA,2,5,6,2,7,7,7,6,6,6,3,7,7,6,6,4,5,5,1,187,22,2,39,NA,"Scientists"
"380",380,"6/17/2014 21:21","6/17/2014 21:24",1,"Scientists",NA,1,NA,1,5,4,4,6,6,5,4,5,5,3,6,6,5,5,5,4,5,1,187,49,1,38,NA,"Educated"
"381",384,"6/18/2014 16:45","6/18/2014 16:53",1,"Scientists",NA,1,NA,1,3,2,1,5,5,6,3,4,3,5,4,5,4,2,NA,2,4,1,187,27,1,38,NA,"Scientists"
"382",385,"6/19/2014 4:05","6/19/2014 4:11",1,"Scientists",NA,1,NA,1,5,4,4,6,5,5,6,6,6,6,6,4,6,5,5,5,4,2,187,35,1,41,NA,"Educated"
"383",394,"6/23/2014 17:19","6/23/2014 17:23",1,"Scientists",NA,1,NA,1,5,7,3,7,6,7,6,6,7,2,4,4,7,7,7,7,3,3,187,55,1,41,NA,"Scientists"
"384",395,"6/23/2014 17:40","6/23/2014 17:44",1,"Scientists",NA,1,NA,1,6,6,3,6,6,6,7,7,6,4,2,3,7,7,7,5,4,4,187,40,1,43,NA,"Educated"
"385",416,"6/27/2014 8:59","6/27/2014 9:04",1,"Scientists",NA,1,NA,1,3,2,1,5,6,5,1,2,1,6,5,5,5,4,4,1,2,1,187,38,2,38,NA,"Scientists"
"386",438,"6/27/2014 9:12","6/27/2014 9:18",1,"Scientists",NA,1,NA,2,3,3,2,4,5,5,5,6,6,3,3,3,5,6,5,5,3,2,187,21,2,39,NA,"Educated"
"387",472,"6/27/2014 9:43","6/27/2014 9:47",1,"Scientists",NA,1,NA,1,5,4,3,6,6,5,4,4,4,2,2,5,4,4,4,4,4,1,187,40,1,38,NA,"Educated"
"388",476,"6/27/2014 9:45","6/27/2014 9:49",1,"Scientists",NA,1,NA,1,5,5,2,5,6,5,5,6,7,5,5,5,4,4,4,5,4,2,187,30,1,38,NA,"Educated"
"389",480,"6/27/2014 9:46","6/27/2014 9:50",1,"Scientists",NA,1,NA,1,6,6,4,7,6,7,6,6,7,5,5,5,7,6,6,5,6,3,187,56,2,42,NA,"Scientists"
"390",483,"6/27/2014 9:48","6/27/2014 9:52",1,"Scientists",NA,1,NA,1,7,7,6,7,7,7,7,7,7,5,5,5,7,7,7,7,7,6,187,23,1,40,NA,"Scientists"
"391",489,"6/27/2014 9:50","6/27/2014 9:55",1,"Scientists",NA,1,NA,1,5,6,5,5,6,6,6,6,6,6,5,6,6,6,6,6,7,5,187,NA,NA,39,NA,"Educated"
"392",493,"6/27/2014 9:54","6/27/2014 9:59",1,"Scientists",NA,1,NA,1,6,6,2,6,6,5,5,6,7,4,4,4,7,7,7,6,6,5,187,37,2,41,NA,"Scientists"
"393",496,"6/27/2014 9:56","6/27/2014 10:01",1,"Scientists",NA,1,NA,1,6,6,1,7,7,6,7,6,6,1,1,4,6,6,6,5,3,2,187,55,1,38,NA,"Scientists"
"394",511,"6/27/2014 10:12","6/27/2014 10:24",1,"Scientists",NA,1,NA,1,2,2,4,6,6,6,5,4,3,5,4,5,4,2,3,2,2,2,187,35,1,41,NA,"Educated"
"395",512,"6/27/2014 10:21","6/27/2014 10:25",1,"Scientists",NA,1,NA,1,6,7,4,4,6,6,6,6,6,2,3,4,7,7,7,7,4,4,187,33,1,38,NA,"Educated"
"396",529,"6/27/2014 10:44","6/27/2014 10:48",1,"Scientists",NA,1,NA,1,6,7,5,5,6,5,6,6,5,3,2,5,6,5,6,6,3,3,187,36,2,38,NA,"Scientists"
"397",532,"6/27/2014 10:51","6/27/2014 10:55",1,"Scientists",NA,1,NA,1,4,7,4,4,7,6,5,6,7,6,5,5,5,7,6,6,5,3,187,60,2,43,NA,"Educated"
"398",535,"6/27/2014 10:52","6/27/2014 11:08",1,"Scientists",NA,1,NA,1,5,3,3,7,5,6,5,4,4,2,7,4,5,3,5,2,2,2,187,41,2,41,NA,"Scientists"
"399",536,"6/27/2014 10:58","6/27/2014 11:10",1,"Scientists",NA,1,NA,1,6,5,2,5,6,7,6,7,5,6,2,6,6,7,7,2,2,2,187,38,2,43,NA,"Educated"
"400",544,"6/27/2014 11:24","6/27/2014 11:29",1,"Scientists",NA,1,NA,1,5,6,2,6,5,6,7,6,6,3,4,4,6,4,6,5,6,5,187,47,1,43,NA,"Educated"
"401",545,"6/27/2014 11:28","6/27/2014 11:31",1,"Scientists",NA,1,NA,NA,2,2,2,5,2,6,3,2,2,2,6,6,6,2,2,2,2,2,187,44,1,43,NA,"Scientists"
"402",552,"6/27/2014 11:41","6/27/2014 11:44",1,"Scientists",NA,1,NA,NA,5,5,4,6,6,6,5,6,6,5,5,5,6,6,6,6,4,4,187,67,1,38,NA,"Scientists"
"403",555,"6/27/2014 11:44","6/27/2014 11:48",1,"Scientists",NA,1,NA,1,5,5,3,5,5,6,5,6,5,6,5,4,4,4,5,4,4,3,187,57,2,39,NA,"Educated"
"404",558,"6/27/2014 11:55","6/27/2014 11:57",1,"Scientists",NA,1,NA,1,6,6,3,5,5,6,5,6,3,3,5,4,6,6,6,6,5,5,187,53,1,43,NA,"Scientists"
"405",565,"6/27/2014 12:09","6/27/2014 12:14",1,"Scientists",NA,1,NA,1,6,6,5,5,5,6,5,5,6,5,5,5,6,5,5,5,4,3,187,30,1,43,NA,"Scientists"
"406",566,"6/27/2014 12:10","6/27/2014 12:15",1,"Scientists",NA,1,NA,1,3,3,1,6,5,6,2,5,5,2,1,3,6,5,6,5,6,2,187,44,1,44,NA,"Scientists"
"407",573,"6/27/2014 12:25","6/27/2014 12:29",1,"Scientists",NA,1,NA,1,5,3,3,5,6,5,4,6,6,4,6,4,5,3,3,3,5,3,187,53,1,38,NA,"Educated"
"408",574,"6/27/2014 12:24","6/27/2014 12:29",1,"Scientists",NA,1,NA,1,4,5,4,5,5,5,5,5,5,4,5,4,5,5,5,4,4,5,187,48,1,38,NA,"Scientists"
"409",575,"6/27/2014 12:25","6/27/2014 12:30",1,"Scientists",NA,1,NA,1,7,7,4,7,6,7,7,7,7,2,5,2,7,7,7,7,NA,2,187,55,1,38,NA,"Scientists"
"410",578,"6/27/2014 12:31","6/27/2014 12:35",1,"Scientists",NA,1,NA,1,5,3,3,5,5,5,3,5,3,3,3,3,5,3,3,5,5,2,187,58,2,38,NA,"Educated"
"411",579,"6/27/2014 12:36","6/27/2014 12:38",1,"Scientists",NA,1,NA,1,5,5,2,5,6,5,5,4,6,3,5,5,6,5,6,5,3,2,187,40,1,38,NA,"Scientists"
"412",580,"6/27/2014 12:33","6/27/2014 12:40",1,"Scientists",NA,1,NA,1,5,5,5,6,6,6,5,5,6,2,3,3,6,6,6,6,6,6,187,45,1,39,NA,"Scientists"
"413",581,"6/27/2014 12:31","6/27/2014 12:42",1,"Scientists",NA,1,NA,1,5,6,6,5,6,6,6,3,6,5,2,4,6,3,5,2,4,1,187,49,1,39,NA,"Educated"
"414",587,"6/27/2014 12:48","6/27/2014 12:52",1,"Scientists",NA,1,NA,1,5,5,2,7,5,7,3,6,6,1,6,5,6,2,4,5,6,2,187,41,1,43,NA,"Scientists"
