"","Start_time","End_time","Finished","Respondent_group","Screening","Condition","Consent","Reason_nc","Check_phd","Check_group","ob1","ob2","ob3","ra1","ra2","ra3","op1","op2","op3","iq1","iq2","iq3","in1","in2","in3","co1","co2","co3","Country","Year_born","Year_phd","Gender","Religiousness","Feedback","Target"
"821","6/27/2014 18:11","6/27/2014 18:17","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",3,3,2,3,4,5,4,4,4,6,6,5,4,3,3,3,3,2,"187","64","94","1","39",NA,"Scientists"
"822","6/27/2014 18:12","6/27/2014 18:18","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,5,7,7,7,6,6,7,2,3,5,7,6,7,6,4,5,"187","51","81","2","38",NA,"Scientists"
"825","6/27/2014 18:28","6/27/2014 18:31","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,5,2,7,5,6,4,5,6,1,1,5,6,1,6,2,4,1,"187","57","93","1","38",NA,"Educated"
"826","6/27/2014 18:27","6/27/2014 18:34","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,5,3,6,6,6,6,6,6,5,5,5,6,6,6,5,5,3,"187","37","65","2","41",NA,"Scientists"
"829","6/27/2014 18:33","6/27/2014 18:38","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",7,6,3,6,7,7,6,6,7,5,5,6,7,7,6,3,4,2,"187","51","79","2","43",NA,"Scientists"
"831","6/27/2014 18:38","6/27/2014 18:41","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,6,3,6,5,5,6,6,6,4,5,4,7,6,6,5,5,5,"187","42","71","1","43",NA,"Scientists"
"832","6/27/2014 18:50","6/27/2014 18:55","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,3,2,2,6,6,2,6,6,5,5,2,5,3,4,4,3,2,"187","38","67","1","39",NA,"Educated"
"833","6/27/2014 18:55","6/27/2014 18:58","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",3,5,2,6,5,5,3,5,7,5,3,3,5,5,5,5,5,2,"187","51","80","1","43",NA,"Educated"
"834","6/27/2014 18:59","6/27/2014 19:04","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,5,4,6,5,5,6,6,6,3,5,5,6,4,4,7,6,3,"187","42","69","1","38",NA,"Scientists"
"841","6/27/2014 19:24","6/27/2014 19:29","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,3,4,6,4,6,6,5,5,4,5,5,6,6,7,4,1,1,"187","50","80","1","44",NA,"Educated"
"842","6/27/2014 19:30","6/27/2014 19:35","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,5,7,6,6,1,6,2,6,6,6,7,7,7,2,6,2,"187","42","74","1","41",NA,"Scientists"
"843","6/27/2014 19:23","6/27/2014 19:36","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,3,7,6,6,6,6,6,5,5,2,7,7,7,3,3,1,"187","50","79","1","44",NA,"Scientists"
"845","6/27/2014 19:42","6/27/2014 19:45","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,3,6,7,6,6,6,6,6,5,6,7,7,7,6,5,3,"187","52","86","1","40",NA,"Scientists"
"848","6/27/2014 19:59","6/27/2014 20:02","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",3,3,3,4,5,3,5,4,4,3,3,3,4,3,4,4,3,3,"187","48","82","2","41",NA,"Scientists"
"849","6/27/2014 19:38","6/27/2014 20:03","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,5,3,6,6,6,5,6,5,3,3,3,6,5,3,5,5,2,"187","49","80","1","42",NA,"Educated"
"850","6/27/2014 20:02","6/27/2014 20:07","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",2,2,2,5,5,5,3,5,5,2,5,5,5,5,6,6,3,2,"187","56","92","1","38",NA,"Educated"
"851","6/27/2014 20:01","6/27/2014 20:09","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",4,3,5,5,5,5,5,3,3,4,4,4,5,3,5,3,3,3,"187","57","85","2","38",NA,"Scientists"
"856","6/27/2014 20:21","6/27/2014 20:24","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,5,7,6,7,6,5,5,4,4,4,6,4,7,3,5,5,"187","65","95","1","39",NA,"Scientists"
"858","6/27/2014 14:34","6/27/2014 20:30","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",3,2,5,5,5,5,2,5,3,3,5,5,2,4,3,2,2,2,"187","41","72","1","41",NA,"Educated"
"859","6/27/2014 20:28","6/27/2014 20:31","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,2,3,6,5,6,5,6,5,7,3,5,7,3,7,3,5,3,"187","32","82","2","39",NA,"Scientists"
"860","6/27/2014 20:29","6/27/2014 20:33","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",4,5,1,6,5,5,5,3,5,5,4,3,4,3,4,3,3,2,"187","38","92","1","43",NA,"Educated"
"861","6/27/2014 20:31","6/27/2014 20:34","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",7,6,6,6,6,6,6,7,7,6,6,5,7,7,7,7,7,7,"187","31","57","2","44",NA,"Scientists"
"862","6/27/2014 20:30","6/27/2014 20:34","1","Scientists",NA,"Scientists_Educated","1",NA,"1","2",5,5,2,5,6,5,5,6,5,4,5,4,6,7,6,6,3,3,"187","27","79","2","43",NA,"Educated"
"863","6/27/2014 20:40","6/27/2014 20:43","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,4,2,6,5,5,4,4,6,5,5,5,5,4,6,3,4,4,"187","59","86","2","39",NA,"Scientists"
"866","6/27/2014 20:59","6/27/2014 21:01","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,3,1,7,5,5,4,3,3,5,5,5,5,2,4,4,4,1,"187","55","82","1","38",NA,"Scientists"
"868","6/27/2014 21:03","6/27/2014 21:08","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,5,5,5,5,5,5,5,5,5,4,5,6,6,7,6,4,1,"187","33","61","1","43",NA,"Educated"
"871","6/27/2014 21:08","6/27/2014 21:13","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,5,6,6,5,6,3,6,6,5,4,4,7,6,7,4,5,3,"187","33","71","1","39",NA,"Scientists"
"873","6/27/2014 21:27","6/27/2014 21:30","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",3,5,2,6,6,6,6,6,5,3,4,4,6,6,6,5,4,3,"187","35","70","2","38",NA,"Educated"
"874","6/27/2014 9:50","6/27/2014 21:39","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,5,5,5,5,5,3,5,6,4,4,4,4,5,5,3,5,2,"187","62","90","1","43",NA,"Scientists"
"878","6/27/2014 22:13","6/27/2014 22:17","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,5,3,6,5,5,5,5,5,4,2,5,6,4,5,5,4,3,"187","44","75","1","39",NA,"Educated"
"879","6/27/2014 22:19","6/27/2014 22:21","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,3,2,5,5,6,5,5,5,5,5,6,4,3,4,2,3,2,"187","57","90","1","39",NA,"Educated"
"882","6/27/2014 22:28","6/27/2014 22:33","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,5,4,6,5,5,6,6,6,3,5,4,6,5,6,4,5,5,"187","28","57","1","42",NA,"Scientists"
"884","6/27/2014 22:39","6/27/2014 22:42","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,5,5,5,6,6,6,6,6,4,5,4,6,7,6,7,5,4,"187","36","78","1","38",NA,"Scientists"
"887","6/27/2014 22:36","6/27/2014 23:00","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,5,4,5,5,5,5,6,5,5,5,4,6,4,5,3,3,3,"187","59","92","1","38",NA,"Educated"
"892","6/27/2014 23:47","6/27/2014 23:57","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,3,2,6,7,5,7,7,6,2,2,3,6,6,6,4,4,5,"187","63","92","1","39",NA,"Educated"
"894","6/28/2014 0:03","6/28/2014 0:06","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,5,5,6,6,6,5,6,5,5,4,6,6,6,6,6,5,4,"187","48","90","2","44",NA,"Scientists"
"895","6/28/2014 0:03","6/28/2014 0:09","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,5,4,5,5,6,5,4,5,4,2,4,4,2,4,2,4,2,"187","25","54","1","38",NA,"Educated"
"896","6/28/2014 0:11","6/28/2014 0:14","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","2",2,4,2,6,4,4,5,5,5,5,5,5,4,4,6,3,4,1,"187","20","45","2","39",NA,"Scientists"
"897","6/27/2014 23:47","6/28/2014 0:15","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,5,6,4,7,7,3,6,2,5,3,6,6,5,5,4,6,"187","39","76","1","39",NA,"Scientists"
"898","6/28/2014 0:22","6/28/2014 0:40","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",3,3,1,2,5,5,2,4,2,6,5,3,6,5,4,3,3,1,"187","55","88","1","41",NA,"Educated"
"899","6/28/2014 0:56","6/28/2014 1:04","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,4,4,4,5,6,4,5,3,3,3,5,5,4,4,2,2,3,"187","41","75","2","43",NA,"Educated"
"901","6/28/2014 1:23","6/28/2014 1:26","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,7,6,6,6,7,7,6,7,2,4,4,6,6,7,6,6,6,"187","53","76","2","39",NA,"Scientists"
"903","6/28/2014 3:35","6/28/2014 3:43","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,5,4,5,5,6,6,5,5,4,4,3,5,5,5,4,3,4,"187","61","91","1","39",NA,"Educated"
"904","6/28/2014 4:01","6/28/2014 4:08","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,5,3,4,5,5,5,6,6,5,3,4,6,5,6,3,3,3,"187","39","73","1","38",NA,"Scientists"
"905","6/28/2014 4:28","6/28/2014 4:32","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,6,4,5,6,6,6,5,6,6,5,5,6,6,7,4,4,2,"187","34","63","2","40",NA,"Educated"
"919","6/28/2014 13:12","6/28/2014 13:17","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,2,6,6,6,7,6,6,5,7,6,7,7,7,7,5,1,"187","49","77","1","38",NA,"Scientists"
"920","6/28/2014 13:15","6/28/2014 13:18","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",4,5,4,6,6,6,5,6,5,4,5,5,5,5,6,5,3,3,"187","34","60","1","39",NA,"Educated"
"923","6/28/2014 13:38","6/28/2014 13:42","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",7,7,2,6,7,7,6,7,7,5,6,5,7,7,7,7,7,4,"187","39","65","1","38",NA,"Scientists"
"924","6/28/2014 14:23","6/28/2014 14:29","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,6,2,7,5,6,5,3,6,3,5,6,6,6,6,3,3,2,"187","51","89","1","38",NA,"Scientists"
"927","6/28/2014 15:10","6/28/2014 15:17","1","Scientists",NA,"Scientists_Educated","1",NA,"2",NA,4,4,2,5,3,5,5,4,3,3,2,5,5,3,4,3,5,2,"187","58","95","2","38",NA,"Educated"
"928","6/28/2014 15:20","6/28/2014 15:23","1","Scientists",NA,"Scientists_Educated","1",NA,"1","6",5,4,2,6,6,5,5,5,6,2,5,5,5,3,4,3,3,2,"187","42","78","2","44",NA,"Educated"
"930","6/28/2014 16:20","6/28/2014 16:25","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,5,4,6,5,6,7,5,6,4,5,5,6,6,6,6,5,4,"187","35","61","1","40",NA,"Scientists"
"931","6/27/2014 17:23","6/28/2014 16:28","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",7,6,3,7,7,7,5,7,7,2,2,2,7,7,7,7,6,4,"187","33","68","2","38",NA,"Educated"
"933","6/28/2014 16:58","6/28/2014 17:05","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",2,2,3,4,5,5,6,5,6,4,5,5,6,5,6,5,4,3,"187","48","77","1","39",NA,"Scientists"
"935","6/28/2014 17:36","6/28/2014 17:45","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",4,4,3,5,6,6,5,5,5,5,6,5,6,6,6,5,5,3,"187","19","45","1","38",NA,"Scientists"
"937","6/28/2014 19:03","6/28/2014 19:06","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",4,5,4,5,4,4,4,6,4,5,6,5,4,4,4,4,4,4,"187","55","88","2","40",NA,"Educated"
"938","6/28/2014 19:21","6/28/2014 19:24","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,5,5,6,6,6,6,6,6,5,6,5,6,6,6,5,4,4,"187","33","56","2","38",NA,"Educated"
"940","6/28/2014 19:26","6/28/2014 19:30","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,6,4,6,6,6,6,7,7,1,1,1,7,7,7,6,4,3,"187","56","93","1","38",NA,"Scientists"
"943","6/28/2014 20:52","6/28/2014 20:58","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",3,2,3,1,1,3,3,3,2,4,2,1,3,2,3,2,3,4,"187","59","87","1","44",NA,"Educated"
"944","6/28/2014 21:46","6/28/2014 21:54","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",4,5,3,5,6,6,4,5,5,2,5,5,4,4,4,4,5,4,"187","55","90","1","41",NA,"Educated"
"946","6/29/2014 0:09","6/29/2014 0:15","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,5,3,6,6,6,4,6,6,3,5,5,6,6,6,5,5,5,"187","61","94","1","38",NA,"Educated"
"948","6/29/2014 1:39","6/29/2014 1:44","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",4,2,2,5,5,6,4,6,6,4,5,4,5,2,2,2,2,1,"187","59","92","1","38",NA,"Scientists"
"951","6/29/2014 5:26","6/29/2014 5:33","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",3,1,4,5,3,4,2,5,3,3,4,3,4,4,4,2,3,1,"187","45","70","2","39",NA,"Educated"
"964","6/29/2014 12:42","6/29/2014 13:57","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,4,7,5,6,6,7,7,5,4,5,7,7,7,7,6,7,"187","49","79","2","43",NA,"Scientists"
"965","6/29/2014 14:18","6/29/2014 14:20","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",4,4,3,5,5,6,5,3,4,5,6,5,5,5,6,6,3,2,"187","49","75","1","40",NA,"Scientists"
"972","6/29/2014 19:27","6/29/2014 19:31","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",7,7,4,7,6,7,4,7,7,3,4,5,7,7,7,5,6,5,"187","35","73","2","41",NA,"Educated"
"973","6/29/2014 20:03","6/29/2014 20:06","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",3,5,1,7,7,6,5,7,7,4,6,2,2,2,1,3,1,2,"187","49","80","1","43",NA,"Educated"
"975","6/29/2014 20:46","6/29/2014 20:49","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",4,4,4,4,4,4,4,4,4,1,4,5,4,4,4,4,4,4,"187","55","86","2","38",NA,"Educated"
"976","6/29/2014 21:16","6/29/2014 21:21","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,3,7,6,7,5,6,6,3,5,6,6,5,5,5,6,4,"187","53","85","1","41",NA,"Scientists"
"980","6/30/2014 0:42","6/30/2014 0:54","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,4,6,6,6,6,6,6,4,2,1,6,4,4,6,6,4,"187","57","85","1","38",NA,"Scientists"
"983","6/30/2014 2:06","6/30/2014 2:09","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,6,6,6,6,7,6,6,4,2,7,6,6,6,6,6,6,"187","63","94","1","42",NA,"Scientists"
"994","6/30/2014 7:41","6/30/2014 7:48","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,5,5,6,6,6,6,5,6,6,6,5,6,6,6,6,6,4,"187","54","88","1","40",NA,"Educated"
"1004","6/30/2014 12:10","6/30/2014 12:15","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,6,2,4,6,5,6,6,6,6,5,5,4,4,4,4,3,2,"187","28","65","1","43",NA,"Educated"
"1006","6/30/2014 13:08","6/30/2014 13:14","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",3,5,2,5,5,5,5,5,4,5,5,5,5,5,5,4,4,4,"187","63","91","1","38",NA,"Educated"
"1010","6/30/2014 16:31","6/30/2014 16:37","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,3,2,5,6,5,3,4,5,1,2,2,4,5,6,3,2,2,"187","57","80","1","39",NA,"Educated"
"1011","6/30/2014 18:04","6/30/2014 18:07","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",2,2,2,6,5,6,2,2,3,4,6,6,3,3,3,3,2,2,"187","51","90","2","38",NA,"Scientists"
"1012","6/30/2014 18:04","6/30/2014 18:08","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,5,3,5,5,5,5,5,5,6,5,4,5,2,5,2,3,2,"187","59","89","1","43",NA,"Educated"
"1013","6/30/2014 18:05","6/30/2014 18:10","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",3,3,3,5,4,5,3,3,3,4,4,4,6,6,6,3,3,1,"187","40","72","1","40",NA,"Scientists"
"1015","6/30/2014 18:02","6/30/2014 18:15","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,5,3,5,5,6,5,5,5,4,3,4,5,5,5,3,5,3,"187","35","64","1","40",NA,"Educated"
"1019","6/30/2014 18:34","6/30/2014 18:38","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,5,2,6,5,5,5,5,5,5,3,4,6,5,6,6,5,3,"187","44","70","2","39",NA,"Scientists"
"1024","6/30/2014 21:25","6/30/2014 21:31","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",3,3,1,4,3,4,3,5,5,1,1,1,7,6,6,6,4,1,"187","26","51","1","42",NA,"Scientists"
"1026","6/30/2014 23:26","6/30/2014 23:30","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","6",5,4,4,6,6,6,5,6,6,4,5,6,4,4,4,4,4,3,"187","61","93","1","39",NA,"Scientists"
"1028","6/30/2014 23:36","6/30/2014 23:40","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,4,2,6,6,6,5,6,6,3,2,3,5,4,4,3,4,2,"187","61","94","2","39",NA,"Educated"
"1031","7/1/2014 4:12","7/1/2014 4:17","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",3,4,3,5,5,5,5,3,5,3,5,4,4,3,4,3,3,3,"187","60","88","2","39",NA,"Educated"
"1035","7/1/2014 11:23","7/1/2014 11:28","1","Scientists",NA,"Scientists_Educated","1",NA,"1","2",3,3,2,4,6,6,2,3,5,3,5,4,5,3,3,2,3,1,"187","22","48","1","41",NA,"Educated"
"1039","7/1/2014 15:58","7/1/2014 16:07","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,5,2,5,7,6,6,6,6,3,5,3,6,3,5,3,4,2,"187","55","82","2","38",NA,"Educated"
"1043","7/1/2014 17:57","7/1/2014 17:59","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",7,6,5,7,7,7,7,7,7,4,3,4,6,7,6,7,5,5,"187","56","87","2","41",NA,"Educated"
"1045","7/1/2014 18:20","7/1/2014 18:27","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,4,2,5,5,5,5,5,5,5,5,5,5,6,5,5,5,2,"187","29","57","1","43",NA,"Educated"
"1046","7/1/2014 20:07","7/1/2014 20:15","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",7,5,4,6,6,7,7,7,7,4,5,5,5,5,5,6,4,5,"187","35","68","1","38",NA,"Educated"
"1047","6/27/2014 21:05","7/1/2014 21:27","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,5,2,6,5,6,5,5,6,4,7,6,6,6,6,3,3,1,"187","58","90","2","42",NA,"Scientists"
"1048","7/1/2014 21:53","7/1/2014 22:00","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,5,2,5,5,6,6,5,5,3,2,5,5,5,5,5,3,3,"187","40","80","2","40",NA,"Educated"
"1050","7/2/2014 2:27","7/2/2014 2:32","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,5,6,6,6,6,5,6,6,5,6,5,6,4,6,4,5,3,"187","43","69","1","38",NA,"Educated"
"1051","7/2/2014 13:23","7/2/2014 13:27","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,3,3,5,5,5,3,5,5,3,3,4,5,3,2,2,5,2,"187","53","95","2","39",NA,"Educated"
"1054","7/2/2014 16:05","7/2/2014 16:08","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",7,7,5,6,7,7,7,7,7,2,5,5,7,7,7,7,7,4,"187","49","86","2","39",NA,"Educated"
"1056","7/2/2014 17:47","7/2/2014 17:52","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,4,3,5,5,5,5,5,5,1,3,5,5,3,2,5,3,2,"187","55","85","2","42",NA,"Educated"
"1057","7/2/2014 19:51","7/2/2014 19:55","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",7,7,6,7,7,7,7,7,7,7,4,5,7,7,7,7,7,7,"187","46","74","2","39",NA,"Scientists"
"1063","7/4/2014 12:50","7/4/2014 13:14","1","Scientists",NA,"Scientists_Educated","1",NA,"2",NA,6,7,6,2,5,4,6,4,4,2,2,3,6,7,6,6,2,6,"187","55","96","2","43",NA,"Educated"
"1064","7/5/2014 0:59","7/5/2014 1:05","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,5,3,6,6,3,3,3,4,3,5,3,6,4,5,3,4,3,"187","55","84","1","39",NA,"Scientists"
"1070","7/3/2014 3:43","7/7/2014 14:10","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,5,5,6,6,5,3,5,5,3,5,3,5,3,3,3,5,3,"187","30","57","1","39",NA,"Educated"
"1071","7/7/2014 18:37","7/7/2014 18:41","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,5,3,6,7,7,5,6,6,3,5,5,5,5,6,5,5,3,"187","46","73","1","38",NA,"Scientists"
"1073","7/7/2014 20:49","7/7/2014 20:53","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,6,5,7,7,7,4,5,6,3,3,4,6,6,6,4,4,1,"187","47","74","1","38",NA,"Scientists"
"1074","7/7/2014 23:42","7/7/2014 23:50","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",4,6,5,7,7,7,5,5,5,6,6,6,6,6,5,6,5,5,"187","59","90","2","39",NA,"Scientists"
"1076","7/8/2014 16:50","7/8/2014 16:53","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,5,2,4,5,5,6,5,5,3,5,3,6,3,3,5,4,3,"187","32","61","1","39",NA,"Educated"
"1080","7/8/2014 19:05","7/8/2014 19:10","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",3,7,4,7,5,7,7,7,6,5,5,5,6,7,7,6,5,3,"187","56","89","2","43",NA,"Scientists"
"1082","7/8/2014 21:01","7/8/2014 21:11","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,5,3,5,6,6,5,6,6,1,5,2,7,6,6,5,3,1,"187","23","52","1","38",NA,"Educated"
"1083","7/8/2014 21:19","7/8/2014 21:31","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,4,4,4,6,6,5,5,5,5,5,4,4,2,2,4,4,5,"187","45","82","1","39",NA,"Educated"
"1087","7/10/2014 16:00","7/10/2014 16:07","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,5,2,5,5,5,5,6,5,2,2,5,5,3,2,5,3,5,"187","47","93","1","44",NA,"Educated"
"1088","7/10/2014 19:28","7/10/2014 19:30","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,2,6,6,6,6,6,6,3,3,4,6,6,6,5,3,3,"187","56","83","2","39",NA,"Scientists"
