"","Start_time","End_time","Finished","Respondent_group","Screening","Condition","Consent","Reason_nc","Check_phd","Check_group","ob1","ob2","ob3","ra1","ra2","ra3","op1","op2","op3","iq1","iq2","iq3","in1","in2","in3","co1","co2","co3","Country","Year_born","Year_phd","Gender","Religiousness","Feedback","Target"
"624","6/27/2014 13:36","6/27/2014 13:41","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,5,4,6,6,6,5,6,6,3,4,5,6,5,5,2,3,2,"187","34","66","1","41",NA,"Scientists"
"628","6/27/2014 13:43","6/27/2014 13:47","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,6,5,5,6,6,6,6,6,5,6,4,6,6,6,6,5,4,"187","56","85","1","38",NA,"Educated"
"629","6/27/2014 13:44","6/27/2014 13:49","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,3,2,4,3,7,1,5,3,3,1,2,7,7,7,3,3,2,"187","46","89","2","43",NA,"Scientists"
"631","6/27/2014 13:47","6/27/2014 13:50","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",2,5,3,6,5,3,6,6,6,5,4,5,3,2,2,3,5,3,"187","33","62","1","43",NA,"Educated"
"632","6/27/2014 13:48","6/27/2014 13:52","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",3,3,2,3,3,5,3,5,4,3,3,3,5,5,7,3,3,3,"187","67","93","2","41",NA,"Scientists"
"634","6/27/2014 13:49","6/27/2014 13:54","1","Scientists",NA,"Scientists_Scientists","1",NA,"2",NA,4,4,5,4,5,6,4,4,4,5,4,3,4,2,2,4,2,1,"187","43","96","2","42",NA,"Scientists"
"635","6/27/2014 13:50","6/27/2014 13:54","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,2,1,4,5,4,4,4,4,4,1,1,4,4,4,2,4,1,"187","63","92","2","41",NA,"Educated"
"636","6/27/2014 13:50","6/27/2014 13:56","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",3,2,2,5,4,4,4,5,5,2,2,2,5,2,1,1,4,3,"187","47","82","2","39",NA,"Educated"
"637","6/27/2014 13:53","6/27/2014 13:57","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",3,3,3,5,5,5,2,6,5,3,2,4,3,3,3,2,4,3,"187","35","66","1","39",NA,"Scientists"
"638","6/27/2014 13:53","6/27/2014 13:57","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",2,2,1,4,2,4,2,2,2,1,1,1,3,2,2,3,1,1,"187","59","92","1","38",NA,"Educated"
"640","6/27/2014 14:02","6/27/2014 14:04","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,5,5,6,5,5,6,6,6,5,2,5,5,6,6,5,5,4,"187","49","78","2","39",NA,"Scientists"
"644","6/27/2014 14:04","6/27/2014 14:07","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,5,3,7,6,5,5,5,5,2,3,2,5,5,5,5,5,5,"187","57","86","1","38",NA,"Scientists"
"646","6/27/2014 14:05","6/27/2014 14:11","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",4,6,4,5,5,5,6,4,6,3,5,5,6,6,6,6,5,4,"187","21","50","1","38",NA,"Educated"
"649","6/27/2014 14:14","6/27/2014 14:19","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,4,3,7,7,7,6,6,5,3,7,5,6,6,7,4,5,3,"187","38","66","1","42",NA,"Scientists"
"650","6/27/2014 14:11","6/27/2014 14:19","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","2",3,3,3,5,4,5,5,6,5,3,6,4,5,4,5,4,5,5,"187","24","55","1","39",NA,"Scientists"
"651","6/27/2014 14:19","6/27/2014 14:22","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,5,6,6,6,6,6,5,4,4,5,6,5,6,5,5,5,"187","31","89","1","41",NA,"Scientists"
"652","6/27/2014 14:20","6/27/2014 14:23","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,6,6,6,6,6,6,6,6,6,5,5,6,5,6,2,3,2,"187",NA,NA,"1",NA,NA,"Educated"
"653","6/27/2014 14:17","6/27/2014 14:24","1","Scientists",NA,"Scientists_Scientists","1",NA,"2",NA,7,7,7,7,4,4,7,7,7,4,7,4,7,7,7,4,7,7,"187",NA,"95","2","43",NA,"Scientists"
"654","6/27/2014 14:15","6/27/2014 14:25","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",4,4,3,5,6,6,4,5,5,5,4,4,6,6,6,4,4,4,"187","58","90","1","38",NA,"Educated"
"655","6/27/2014 14:20","6/27/2014 14:26","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,4,6,5,7,5,6,6,6,5,5,5,6,5,6,2,2,1,"187","32","70","1","42",NA,"Educated"
"659","6/27/2014 14:20","6/27/2014 14:27","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,3,3,5,5,5,3,3,5,5,5,6,6,5,6,1,4,2,"187","50","79","2","44",NA,"Scientists"
"662","6/27/2014 14:31","6/27/2014 14:33","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",1,2,1,6,5,5,1,1,1,6,6,6,4,2,4,1,2,1,"187","53","86","1","42",NA,"Scientists"
"664","6/27/2014 14:34","6/27/2014 14:38","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,5,1,6,4,6,4,5,6,1,5,4,7,7,7,7,7,2,"187",NA,"71","2","43",NA,"Scientists"
"666","6/27/2014 14:34","6/27/2014 14:39","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",7,1,1,6,5,3,4,5,5,2,2,2,2,1,1,1,1,1,"187","27","53","1","41",NA,"Educated"
"668","6/27/2014 14:39","6/27/2014 14:42","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,4,5,6,5,6,4,5,5,5,5,6,6,6,6,5,5,3,"187","59","87","2","43",NA,"Scientists"
"669","6/27/2014 14:40","6/27/2014 14:44","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,3,2,4,6,5,4,5,3,4,3,5,5,3,3,4,4,3,"187","46","77","2","43",NA,"Educated"
"670","6/27/2014 14:29","6/27/2014 14:44","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,5,2,4,5,5,6,5,5,1,3,4,6,5,7,5,6,2,"187","51","90","1","42",NA,"Educated"
"671","6/27/2014 14:42","6/27/2014 14:45","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",7,6,6,7,6,7,6,7,7,4,2,5,7,7,7,6,6,5,"187","57","91","1","39",NA,"Educated"
"672","6/27/2014 14:45","6/27/2014 14:48","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",7,7,6,6,6,7,6,7,7,5,5,4,7,7,7,7,4,4,"187","39","64","1","39",NA,"Educated"
"673","6/27/2014 14:47","6/27/2014 14:50","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,5,3,5,5,5,5,6,5,3,3,3,5,5,5,5,5,3,"187","31","85","2","44",NA,"Scientists"
"676","6/27/2014 14:48","6/27/2014 14:52","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,3,3,5,3,3,5,5,5,3,5,4,6,6,5,3,3,3,"187","50","80","1","42",NA,"Scientists"
"677","6/27/2014 14:47","6/27/2014 14:52","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,5,2,5,7,5,6,5,4,5,6,5,5,4,4,4,5,2,"187","30","57","1","43",NA,"Educated"
"679","6/27/2014 14:50","6/27/2014 14:53","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,5,2,7,7,7,6,5,6,5,5,3,5,4,5,3,3,1,"187","38","68","2","42",NA,"Scientists"
"682","6/27/2014 14:52","6/27/2014 15:01","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,2,6,6,7,3,6,6,5,3,4,6,7,7,7,5,3,"187","49","92","1","39",NA,"Scientists"
"683","6/27/2014 14:59","6/27/2014 15:02","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",4,4,4,5,5,5,4,5,5,5,5,6,4,4,4,3,4,2,"187","35","61","1","39",NA,"Educated"
"684","6/27/2014 14:59","6/27/2014 15:02","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",7,7,6,7,7,7,7,7,7,2,4,4,6,7,7,5,3,4,"187","50","80","1","38",NA,"Scientists"
"685","6/27/2014 14:56","6/27/2014 15:03","1","Scientists",NA,"Scientists_Educated","1",NA,"1","6",5,5,2,5,5,5,3,6,5,3,3,3,6,6,2,6,6,2,"187","65","95","2","40",NA,"Educated"
"686","6/27/2014 14:58","6/27/2014 15:05","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,6,5,5,5,5,5,4,5,2,2,5,5,5,6,5,4,3,"187","38","66","2","39",NA,"Scientists"
"687","6/27/2014 15:00","6/27/2014 15:07","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,4,4,6,6,6,5,6,6,5,5,5,6,3,5,3,4,3,"187","55","82","1","39",NA,"Scientists"
"688","6/27/2014 15:02","6/27/2014 15:08","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",3,4,2,5,4,5,3,4,3,5,3,5,5,4,5,4,3,2,"187","56","84","1","38",NA,"Educated"
"689","6/27/2014 15:04","6/27/2014 15:10","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,3,3,5,5,4,4,5,5,4,5,3,4,4,4,4,4,4,"187","61","91","1","40",NA,"Educated"
"692","6/27/2014 15:07","6/27/2014 15:13","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,5,5,5,5,5,5,5,5,3,5,4,5,5,6,3,5,4,"187","42","75","1","38",NA,"Scientists"
"693","6/27/2014 15:13","6/27/2014 15:15","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",3,3,3,7,6,6,5,6,3,4,3,5,6,5,5,5,6,2,"187","46","86","1","39",NA,"Scientists"
"694","6/27/2014 14:42","6/27/2014 15:16","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,3,6,6,7,7,7,6,3,3,6,7,7,7,7,6,4,"187","44","74","1","39",NA,"Scientists"
"696","6/27/2014 15:11","6/27/2014 15:18","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,3,2,5,4,6,5,5,5,3,2,4,5,5,4,5,3,2,"187","41","72","1","39",NA,"Educated"
"697","6/27/2014 15:11","6/27/2014 15:19","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,5,3,6,5,6,5,3,3,4,5,4,6,6,6,5,3,2,"187","36","66","1","41",NA,"Educated"
"698","6/27/2014 15:18","6/27/2014 15:21","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,5,2,5,3,5,3,3,6,5,5,5,6,5,5,5,4,5,"187","39","89","1","39",NA,"Scientists"
"699","6/27/2014 15:16","6/27/2014 15:21","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,5,5,6,7,6,5,6,6,3,5,2,5,5,5,5,6,3,"187","45","75","1","42",NA,"Educated"
"701","6/27/2014 15:18","6/27/2014 15:23","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,5,4,5,6,6,6,6,7,5,4,4,6,7,6,6,4,6,"187","28","56","1","41",NA,"Educated"
"703","6/27/2014 15:25","6/27/2014 15:29","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,5,3,5,5,5,5,5,5,6,5,3,5,4,5,5,4,2,"187","50","80","1","38",NA,"Educated"
"705","6/27/2014 15:25","6/27/2014 15:31","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",2,1,1,5,2,5,2,2,2,3,3,5,5,6,6,2,3,2,"187","60","88","1","44",NA,"Educated"
"707","6/27/2014 15:27","6/27/2014 15:34","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",3,4,2,5,4,3,3,3,3,2,4,3,3,4,4,4,3,2,"187","54","81","2","43",NA,"Scientists"
"708","6/27/2014 15:27","6/27/2014 15:34","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",2,6,2,4,2,4,6,6,4,2,1,2,5,2,4,6,3,2,"187","53","81","1","44",NA,"Educated"
"710","6/27/2014 15:28","6/27/2014 15:35","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,5,3,6,3,5,2,5,5,3,2,2,3,2,2,3,2,2,"187","45","72","1","42",NA,"Educated"
"711","6/27/2014 15:32","6/27/2014 15:37","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,7,3,4,4,6,5,3,5,5,3,3,5,6,3,6,3,1,"187","54","88","1","44",NA,"Educated"
"712","6/27/2014 15:29","6/27/2014 15:38","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,3,3,6,5,5,5,4,4,3,2,5,4,3,3,5,6,3,"187","41","72","2","40",NA,"Educated"
"713","6/27/2014 15:35","6/27/2014 15:38","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",7,6,5,4,7,6,5,6,6,2,4,4,6,7,7,6,5,5,"187","64","92","1","42",NA,"Scientists"
"715","6/27/2014 15:37","6/27/2014 15:41","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,3,7,6,6,7,6,6,5,5,5,7,7,7,7,6,5,"187",NA,"78","1","41",NA,"Scientists"
"720","6/27/2014 15:39","6/27/2014 15:44","1","Scientists",NA,"Scientists_Educated","1",NA,"1","2",2,5,3,5,5,5,2,5,5,5,5,5,5,4,4,4,4,2,"187","32","60","1","38",NA,"Educated"
"721","6/27/2014 15:41","6/27/2014 15:44","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,4,6,7,6,7,6,5,5,3,4,5,6,5,6,5,2,2,"187","55","82","2","38",NA,"Scientists"
"722","6/27/2014 15:35","6/27/2014 15:46","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,5,4,7,3,5,4,6,6,5,6,5,6,5,7,5,4,3,"187","53","86","1","41",NA,"Scientists"
"724","6/27/2014 15:43","6/27/2014 15:49","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",7,7,2,7,7,7,5,7,7,3,2,3,7,7,7,6,6,2,"187","24","52","1","41",NA,"Educated"
"726","6/27/2014 15:46","6/27/2014 15:50","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",4,4,4,6,6,6,5,5,5,3,6,5,5,5,6,2,3,2,"187","50","80","1","40",NA,"Scientists"
"728","6/27/2014 15:46","6/27/2014 15:51","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,5,4,5,6,6,5,5,5,4,4,4,5,4,4,4,5,3,"187","55","90","2","41",NA,"Educated"
"729","6/27/2014 15:46","6/27/2014 15:51","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,5,4,6,6,6,5,6,5,5,5,5,6,6,6,5,6,6,"187","62","92","2","38",NA,"Scientists"
"730","6/27/2014 12:28","6/27/2014 15:52","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,7,5,7,5,7,6,7,6,4,1,2,6,7,7,6,5,5,"187","59","87","1","39",NA,"Scientists"
"732","6/27/2014 15:48","6/27/2014 15:55","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,4,3,6,5,6,5,5,5,2,4,4,5,4,6,3,3,2,"187","40","70","2","38",NA,"Scientists"
"733","6/27/2014 15:49","6/27/2014 15:55","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,3,3,5,6,5,3,5,6,2,5,5,6,5,6,3,4,2,"187","31","52","1","38",NA,"Educated"
"735","6/27/2014 15:55","6/27/2014 16:01","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",4,4,3,4,6,4,6,3,4,3,5,4,4,5,5,3,3,4,"187","43","78",NA,"41",NA,"Scientists"
"736","6/27/2014 15:56","6/27/2014 16:01","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,7,4,6,5,5,3,5,7,6,4,5,5,4,5,4,4,4,"187","38","70","1","41",NA,"Educated"
"737","6/27/2014 16:01","6/27/2014 16:04","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,6,7,6,6,6,6,6,5,5,5,6,6,7,7,6,5,2,"187","38","69","1","38",NA,"Educated"
"738","6/27/2014 16:00","6/27/2014 16:04","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,4,3,4,5,3,6,5,4,3,5,6,6,5,6,4,3,2,"187","50","78","1","43",NA,"Scientists"
"739","6/27/2014 16:01","6/27/2014 16:05","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,3,2,7,7,7,3,6,7,3,7,6,6,6,6,6,4,3,"187","54","84","1","38",NA,"Scientists"
"742","6/27/2014 16:06","6/27/2014 16:09","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",2,3,2,4,4,5,3,5,3,2,2,4,4,3,4,4,2,1,"187","31","59","1","39",NA,"Educated"
"743","6/27/2014 16:03","6/27/2014 16:09","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,5,4,6,6,6,6,6,6,4,3,4,7,6,6,6,4,3,"187","37","75","2","41",NA,"Educated"
"744","6/27/2014 16:03","6/27/2014 16:09","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,5,2,7,7,7,5,6,6,4,4,4,7,7,7,4,4,2,"187","47","81","1","40",NA,"Scientists"
"746","6/27/2014 16:10","6/27/2014 16:13","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",2,2,2,2,3,2,2,2,2,3,3,2,3,2,2,1,2,1,"187","65","94","1","38",NA,"Educated"
"747","6/27/2014 16:10","6/27/2014 16:14","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","6",6,5,2,6,6,6,5,6,6,5,5,5,6,6,6,5,4,4,"187","62","95","1","38",NA,"Scientists"
"748","6/27/2014 16:15","6/27/2014 16:18","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,5,2,6,6,6,5,5,5,4,4,5,4,4,4,4,4,4,"187","45","74","1","38",NA,"Educated"
"750","6/27/2014 16:18","6/27/2014 16:21","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",3,5,2,6,5,5,6,5,4,4,5,6,5,3,3,3,2,3,"187","60","93","2","38",NA,"Scientists"
"752","6/27/2014 16:18","6/27/2014 16:23","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",7,6,6,6,6,6,6,7,7,5,2,2,7,7,7,6,5,6,"187","32","87","2","43",NA,"Scientists"
"753","6/27/2014 16:17","6/27/2014 16:24","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,4,2,5,6,6,2,6,6,3,4,3,6,6,6,6,6,3,"187","42","82","1","39",NA,"Educated"
"754","6/27/2014 16:10","6/27/2014 16:25","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,5,4,7,6,6,7,5,6,5,6,5,6,6,6,6,5,2,"187","64","92","1","38",NA,"Scientists"
"755","6/27/2014 16:24","6/27/2014 16:27","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,2,6,2,6,6,6,6,1,2,2,6,6,6,4,6,2,"187","58","91","1","38",NA,"Scientists"
"756","6/27/2014 15:49","6/27/2014 16:28","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,5,3,6,6,5,5,6,5,2,3,6,6,5,6,5,5,4,"187","68","95","1","42",NA,"Educated"
"757","6/27/2014 16:26","6/27/2014 16:29","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,4,1,7,5,6,5,6,6,3,2,4,6,7,6,6,3,6,"187","31","59","1","38",NA,"Scientists"
"758","6/27/2014 16:25","6/27/2014 16:30","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",3,2,2,5,3,5,4,4,3,5,3,5,4,4,4,4,4,4,"187","63","90","2","43",NA,"Educated"
"760","6/27/2014 16:29","6/27/2014 16:34","1","Scientists",NA,"Scientists_Scientists","1",NA,"2",NA,5,5,5,6,6,6,5,6,6,2,5,5,6,7,7,6,6,6,"187","58","96","2","38",NA,"Scientists"
"762","6/27/2014 16:36","6/27/2014 16:40","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",4,5,3,6,5,6,5,6,6,3,2,4,6,4,5,5,5,2,"187","41","79","1","38",NA,"Educated"
"763","6/27/2014 16:37","6/27/2014 16:40","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,4,2,4,5,3,6,5,5,3,3,2,5,5,5,3,2,3,"187","36","74","2","38",NA,"Scientists"
"765","6/27/2014 16:39","6/27/2014 16:43","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,5,2,6,6,6,6,5,5,5,5,5,6,6,6,3,4,2,"187","45","75","1","39",NA,"Educated"
"766","6/27/2014 16:42","6/27/2014 16:45","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,2,3,4,6,6,3,7,6,2,6,3,5,5,7,3,6,2,"187","57","86","1","38",NA,"Scientists"
"768","6/27/2014 16:27","6/27/2014 16:46","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",2,6,1,4,7,7,2,1,6,2,6,6,4,2,5,1,1,1,"187","51","81","2","40",NA,"Scientists"
"771","6/27/2014 16:45","6/27/2014 16:50","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,6,2,6,6,6,7,6,6,5,5,5,7,7,7,7,6,6,"187","53","82","1","44",NA,"Scientists"
"772","6/27/2014 15:45","6/27/2014 16:51","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",4,4,5,4,3,4,5,4,4,2,3,2,5,1,3,1,3,1,"187","61","92","1","38",NA,"Educated"
"773","6/27/2014 16:47","6/27/2014 16:52","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,5,1,6,6,6,6,7,6,5,6,4,7,7,7,7,2,2,"187","56","89","1","38",NA,"Scientists"
"774","6/27/2014 16:40","6/27/2014 16:52","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,3,3,4,5,3,4,3,3,5,3,3,5,3,4,4,3,2,"187","64","92","1","39",NA,"Educated"
"775","6/27/2014 16:44","6/27/2014 16:53","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,4,2,5,5,6,6,6,6,4,5,5,6,6,6,6,4,2,"187","27","56","1","39",NA,"Educated"
"776","6/27/2014 16:52","6/27/2014 16:55","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",4,3,2,4,4,6,2,4,4,3,5,5,4,2,2,2,3,2,"187","52","80","2","42",NA,"Educated"
"778","6/27/2014 16:58","6/27/2014 17:02","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",6,5,2,6,5,5,5,6,5,2,6,5,7,5,6,4,2,3,"187","31","72","2","38",NA,"Scientists"
"779","6/27/2014 16:57","6/27/2014 17:02","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,6,2,6,6,6,6,6,6,5,5,5,6,6,6,5,5,6,"187","43","79","2","44",NA,"Scientists"
"780","6/27/2014 17:01","6/27/2014 17:04","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,5,1,5,5,5,5,5,5,5,3,1,5,1,1,5,2,1,"187","58","85","2","38",NA,"Educated"
"781","6/27/2014 16:59","6/27/2014 17:04","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,3,2,6,6,6,5,5,6,2,4,6,6,4,2,5,1,2,"187","41","72","2","38",NA,"Educated"
"787","6/27/2014 17:11","6/27/2014 17:16","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",4,5,3,6,4,6,4,5,5,4,5,5,5,5,5,4,4,3,"187","46","72","1","39",NA,"Educated"
"789","6/27/2014 17:08","6/27/2014 17:19","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",3,5,1,6,6,5,3,6,3,2,2,4,3,2,6,5,3,3,"187","34","66","1","38",NA,"Educated"
"790","6/27/2014 17:16","6/27/2014 17:20","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,6,4,5,6,6,6,6,7,3,2,2,7,7,6,6,6,4,"187","38","66","1","43",NA,"Educated"
"792","6/27/2014 17:13","6/27/2014 17:24","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,5,5,6,7,6,5,6,6,6,6,5,6,6,6,5,4,4,"187","39","71","1","39",NA,"Scientists"
"794","6/27/2014 17:20","6/27/2014 17:26","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",3,2,3,2,3,3,3,4,2,4,2,2,5,3,5,3,5,2,"187","56","88","1","41",NA,"Scientists"
"796","6/27/2014 17:13","6/27/2014 17:31","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,5,3,6,7,6,6,7,7,3,3,5,7,5,6,5,5,3,"187","46","89","2","42",NA,"Educated"
"797","6/27/2014 17:24","6/27/2014 17:31","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",3,5,2,6,6,5,5,5,5,3,5,5,6,5,6,6,5,2,"187","35","78","2","40",NA,"Scientists"
"798","6/27/2014 17:28","6/27/2014 17:32","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,5,2,6,6,6,6,6,6,6,5,5,6,6,6,6,5,2,"187","18","46","1","42",NA,"Scientists"
"799","6/27/2014 17:28","6/27/2014 17:34","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",2,2,2,3,2,2,2,3,2,1,3,3,5,3,1,2,2,2,"187","30","56","1","43",NA,"Educated"
"800","6/27/2014 17:21","6/27/2014 17:39","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",3,3,1,3,4,3,5,5,2,1,1,4,4,3,4,4,4,1,"187","28","64","2","40",NA,"Educated"
"801","6/27/2014 17:28","6/27/2014 17:40","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",7,2,4,5,5,5,4,2,4,2,1,6,4,1,2,2,1,1,"187","38","73","2","42",NA,"Educated"
"803","6/27/2014 17:32","6/27/2014 17:41","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",3,5,1,6,7,6,5,6,6,3,5,2,6,6,6,2,5,4,"187","45","94","2","40",NA,"Scientists"
"804","6/27/2014 17:37","6/27/2014 17:43","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,3,2,5,5,5,2,5,5,5,7,5,5,3,5,3,2,2,"187","62","90","2","39",NA,"Scientists"
"814","6/27/2014 18:05","6/27/2014 18:10","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",5,4,2,5,5,5,2,3,5,3,4,2,3,2,3,2,4,2,"187","52","91","1","42",NA,"Educated"
"815","6/27/2014 18:06","6/27/2014 18:10","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,5,2,5,6,6,5,6,7,2,5,5,6,7,7,6,5,2,"187","53","79","1","39",NA,"Scientists"
"816","6/27/2014 18:07","6/27/2014 18:11","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",3,3,2,3,6,5,2,5,5,3,3,5,4,1,4,1,4,3,"187","37","73","1","39",NA,"Educated"
"817","6/27/2014 18:10","6/27/2014 18:14","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,6,5,6,6,6,5,5,5,5,6,5,6,6,5,6,6,3,"187","33","62","1","38",NA,"Scientists"
"818","6/27/2014 18:03","6/27/2014 18:15","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",6,5,5,6,6,5,5,5,5,5,4,3,5,5,5,5,4,3,"187","59","88","1","44",NA,"Educated"
"819","6/27/2014 18:13","6/27/2014 18:16","1","Scientists",NA,"Scientists_Scientists","1",NA,"1","1",5,6,2,5,7,6,7,5,6,3,6,6,6,6,6,5,5,2,"187","39","71","1","39",NA,"Scientists"
"820","6/27/2014 18:13","6/27/2014 18:16","1","Scientists",NA,"Scientists_Educated","1",NA,"1","1",4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,3,"187",NA,NA,"1",NA,NA,"Educated"
